Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
CADH2_MOUSE,    0.124064,  0.000000,  0.411300, 2,   2.000000,    0.143618, 1038409344.000000
CAF17_MOUSE,    0.384150,  0.000000,  0.790482, 1,   1.000000,    0.214284, 89375776.000000
CAH1_MOUSE,    0.005483,  0.000000,  4.138544, 1,   4.000000,    0.004711, 1537688448.000000
CAH2_MOUSE,    0.013277,  0.007592,  0.018963, 2,   5.000000,    0.002843, 5287105536.000000
CAH3_MOUSE,    0.135075,  0.114431,  0.155719, 35,  40.000000,    0.010322, 3373230194688.000000
CAH5A_MOUSE,    0.156593,  0.117977,  0.195209, 3,   5.000000,    0.019308, 5730583552.000000
CALM1_MOUSE,    0.174562,  0.151659,  0.197464, 10,  12.000000,    0.011451, 31613974528.000000
CALR_MOUSE,    0.242248,  0.204107,  0.280390, 17,  20.000000,    0.019071, 167395606528.000000
CALU_MOUSE,    0.150791,  0.066500,  0.235082, 3,   3.000000,    0.042146, 809814848.000000
CALX_MOUSE,    0.327681,  0.258076,  0.397287, 5,  14.000000,    0.034803, 56575983616.000000
CAN2_MOUSE,    0.282014,  0.237948,  0.326080, 4,   5.000000,    0.022033, 2400085248.000000
CAND1_MOUSE,    0.195879,  0.160716,  0.231042, 4,  10.000000,    0.017582, 8438332416.000000
CAP1_MOUSE,    0.228591,  0.183723,  0.273459, 11,  15.000000,    0.022434, 24722989056.000000
CAPR1_MOUSE,    0.801117,  0.747527,  0.854707, 3,   4.000000,    0.026795, 6617742336.000000
CAPZB_MOUSE,    0.206688,  0.176058,  0.237319, 4,   8.000000,    0.015315, 10385393664.000000
CASP6_MOUSE,    0.213934,  0.100753,  0.327114, 3,   3.000000,    0.056590, 1468541696.000000
CASP8_MOUSE,    0.371628,  0.000000,  2.022120, 1,   1.000000,    0.162575, 173206976.000000
CATA_MOUSE,    0.662189,  0.535437,  0.788941, 37,  41.000000,    0.063376, 887707402240.000000
CATB_MOUSE,    0.237393,  0.176461,  0.298326, 13,  23.000000,    0.030466, 372238123008.000000
CATC_MOUSE,    0.289591,  0.208388,  0.370794, 3,   8.000000,    0.040602, 15953305600.000000
CATD_MOUSE,    0.116842,  0.094230,  0.139453, 11,  20.000000,    0.011306, 104895184896.000000
CATF_MOUSE,    0.117877,  0.094858,  0.140896, 3,   3.000000,    0.011510, 4705633792.000000
CATH_MOUSE,    0.196250,  0.160178,  0.232322, 4,   7.000000,    0.018036, 24857405440.000000
CATL1_MOUSE,    1.237059,  0.000000,  2.570090, 3,   3.000000,    0.666515, 1581059584.000000
CATS_MOUSE,    0.331843,  0.081688,  0.581998, 2,   2.000000,    0.125078, 730810752.000000
CATZ_MOUSE,    0.187462,  0.149008,  0.225916, 5,   8.000000,    0.019227, 25099794432.000000
CAVN2_MOUSE,    0.000482,  0.000000,  8.090618, 1,   1.000000,    0.148366, 47456504.000000
CAZA2_MOUSE,    0.144557,  0.084569,  0.204544, 4,   6.000000,    0.029994, 17279166464.000000
CB072_MOUSE,    0.387089,  0.264314,  0.509865, 1,   1.000000,    0.038579, 466440960.000000
CBG_MOUSE,    4.375575,  3.758052,  4.993098, 1,   1.000000,  51339.406250, 195132128.000000
CBPQ_MOUSE,    0.089373,  0.066393,  0.112354, 4,   8.000000,    0.011490, 7534040576.000000
CBR1_MOUSE,    0.182577,  0.144986,  0.220169, 11,  18.000000,    0.018796, 101131862016.000000
CBR4_MOUSE,    0.102963,  0.082704,  0.123221, 5,   8.000000,    0.010129, 11829876736.000000
CBS_MOUSE,    0.415057,  0.328162,  0.501952, 14,  20.000000,    0.043448, 73083002880.000000
CC50A_MOUSE,    0.114580,  0.076655,  0.152504, 4,   6.000000,    0.018962, 4328037376.000000
CCD25_MOUSE,    0.202237,  0.158841,  0.245633, 2,   2.000000,    0.021698, 821305280.000000
CCD47_MOUSE,    0.018764,  0.000000,  7.423026, 1,   1.000000,    0.273320, 45795820.000000
CD166_MOUSE,    0.195678,  0.075520,  0.315837, 1,   4.000000,    0.054593, 4140327424.000000
CD2AP_MOUSE,    0.364112,  0.278874,  0.449350, 1,   1.000000,    0.026784, 43204392.000000
CD36_MOUSE,   11.893619,  8.951116, 14.836122, 1,   1.000000,  92535.945312, 1729900288.000000
CD38_MOUSE,    0.107233,  0.065772,  0.148694, 3,   3.000000,    0.020730, 765973696.000000
CD47_MOUSE,    0.208191,  0.075385,  0.340997, 1,   1.000000,    0.051664, 1163789824.000000
CD82_MOUSE,    0.223186,  0.047212,  0.399160, 1,   1.000000,    0.071917, 1371422848.000000
CDC37_MOUSE,    1.398347,  0.316876,  2.479817, 1,   1.000000,    3.103287, 533808416.000000
CDC42_MOUSE,    0.356459,  0.234190,  0.478727, 5,   6.000000,    0.061134, 7601763840.000000
CDIPT_MOUSE,    0.043137,  0.000000,  4.073056, 1,   1.000000,    0.015987, 105644584.000000
CDS2_MOUSE,    0.015934,  0.000000, 11.809546, 1,   1.000000,    0.133189, 25076880.000000
CEAM1_MOUSE,    0.311468,  0.233272,  0.389664, 2,   2.000000,    0.039098, 1442353280.000000
CELF1_MOUSE,    0.778533,  0.664695,  0.892371, 2,   2.000000,    0.056919, 664064512.000000
CENPV_MOUSE,    0.071771,  0.062483,  0.081059, 4,   6.000000,    0.004644, 7750118400.000000
CEPT1_MOUSE,   18.903913, 18.792608, 19.015219, 2,   2.000000,    0.055652, 6966632448.000000
CERS2_MOUSE,    0.563451,  0.427377,  0.699524, 4,   5.000000,    0.068037, 9711527936.000000
CERT_MOUSE,   13.361844, 12.826621, 13.897067, 2,   2.000000,    0.267611, 551092096.000000
CERU_MOUSE,    1.327393,  0.000000,  2.767149, 3,   3.000000,    0.719878, 1979138176.000000
CFAB_MOUSE,    0.602234,  0.370227,  0.834241, 3,   3.000000,    0.116003, 587552384.000000
CFAH_MOUSE,    1.702891,  1.291334,  2.114448, 3,   3.000000,    0.205778, 465881952.000000
CGL_MOUSE,    0.184601,  0.154292,  0.214911, 20,  27.000000,    0.015155, 194642411520.000000
CH082_MOUSE,    0.046641,  0.001777,  0.091506, 3,   3.000000,    0.022432, 501997952.000000
CH10_MOUSE,    0.122064,  0.104533,  0.139595, 4,   5.000000,    0.008766, 242461851648.000000
CH60_MOUSE,    0.107278,  0.093194,  0.121361, 49,  59.000000,    0.007042, 747543658496.000000
CHCH2_MOUSE,   12.689245,  9.554936, 15.823554, 2,   2.000000,    1.567154, 3754891776.000000
CHDH_MOUSE,    0.131342,  0.108088,  0.154595, 20,  26.000000,    0.011627, 56739467264.000000
CHIL3_MOUSE,    0.010139,  0.004539,  0.015739, 5,  15.000000,    0.002800, 17063754752.000000
CHLE_MOUSE,    0.744362,  0.239671,  1.249053, 2,   2.000000,    0.252346, 647622720.000000
CHP1_MOUSE,    0.321300,  0.236153,  0.406447, 2,   2.000000,    0.042573, 195761136.000000
CHRD1_MOUSE,    1.213292,  0.954997,  1.471586, 2,   2.000000,    0.129147, 478391008.000000
CHSP1_MOUSE,    0.376841,  0.111977,  0.641706, 1,   1.000000,    0.095397, 1769229568.000000
CIDEB_MOUSE,   20.571831, 17.826660, 23.317001, 1,   1.000000,  374107360.000000, 41841740.000000
CING_MOUSE,    0.379179,  0.172500,  0.585858, 3,   3.000000,    0.103340, 1180274048.000000
CISD1_MOUSE,    0.140690,  0.118289,  0.163091, 3,   3.000000,    0.011200, 19025547264.000000
CISY_MOUSE,    0.096873,  0.083321,  0.110426, 10,  14.000000,    0.006776, 41940836352.000000
CK054_MOUSE,    0.188410,  0.158111,  0.218709, 11,  17.000000,    0.015149, 108154331136.000000
CK5P3_MOUSE,    1.624532,  1.436555,  1.812510, 2,   2.000000,    0.093989, 405128512.000000
CKLF6_MOUSE,    0.690592,  0.000000,  2.235525, 1,   1.000000,    0.673196, 690727296.000000
CKLF8_MOUSE,    0.097338,  0.010078,  0.184599, 1,   1.000000,    0.036902, 326615136.000000
CLC4F_MOUSE,   17.423246,  9.561155, 25.285337, 2,   2.000000,    3.931046, 863963840.000000
CLCB_MOUSE,    0.358075,  0.260334,  0.455816, 2,   2.000000,    0.048870, 1609663104.000000
CLH1_MOUSE,    0.144799,  0.116389,  0.173208, 48,  77.000000,    0.014205, 191269601280.000000
CLIC4_MOUSE,    0.183137,  0.054504,  0.311769, 3,   3.000000,    0.064316, 811385792.000000
CLMN_MOUSE,    0.175115,  0.000000,  2.734476, 1,   1.000000,    0.064956, 70196344.000000
CLPB_MOUSE,    0.377456,  0.257316,  0.497597, 1,   1.000000,    0.043271, 99807624.000000
CLPP_MOUSE,    0.081318,  0.068849,  0.093786, 3,   5.000000,    0.006234, 4747023360.000000
CLPT1_MOUSE,    0.470601,  0.470601,  0.470601, 3,   3.000000,    0.000000, 733456320.000000
CLPX_MOUSE,    0.375545,  0.053869,  0.697221, 1,   1.000000,    0.125137, 425611776.000000
CLUS_MOUSE,    1.191249,  0.826057,  1.556441, 2,   2.000000,    0.182596, 495687680.000000
CLU_MOUSE,    0.683362,  0.073255,  1.293470, 1,   9.000000,    0.273819, 6438936576.000000
CLYBL_MOUSE,    0.111485,  0.096064,  0.126906, 6,  10.000000,    0.007711, 13255749632.000000
CMAH_MOUSE,    1.213573,  0.876511,  1.550635, 2,   2.000000,    0.168531, 277744352.000000
CMBL_MOUSE,    0.182382,  0.149538,  0.215227, 10,  16.000000,    0.016422, 41429000192.000000
CMC1_MOUSE,    0.101917,  0.085901,  0.117934, 8,  13.000000,    0.008008, 52612231168.000000
CMC2_MOUSE,    0.121153,  0.100175,  0.142131, 29,  42.000000,    0.010489, 381878665216.000000
CNBP_MOUSE,    0.776552,  0.540213,  1.012891, 4,   4.000000,    0.118169, 1224019968.000000
CNDP2_MOUSE,    0.171965,  0.128297,  0.215633, 6,  10.000000,    0.021834, 16059457536.000000
CNN3_MOUSE,    0.668850,  0.486541,  0.851160, 4,   7.000000,    0.091155, 3965542912.000000
CNPY2_MOUSE,    0.258289,  0.205055,  0.311522, 5,   9.000000,    0.026617, 25531195392.000000
CO1A1_MOUSE,    0.002457,  0.000000,  0.005052, 2,   4.000000,    0.001298, 13404774400.000000
CO1A2_MOUSE,    0.007398,  0.000000,  0.015251, 3,   3.000000,    0.003926, 6739985920.000000
CO3_MOUSE,    1.177606,  0.993179,  1.362032, 13,  35.000000,    0.092213, 70593462272.000000
CO4A1_MOUSE,    0.125191,  0.079214,  0.171169, 2,   2.000000,    0.022989, 1063705088.000000
CO4A2_MOUSE,    0.015895,  0.008557,  0.023232, 2,   6.000000,    0.003669, 3882368768.000000
CO4B_MOUSE,    2.306060,  1.892097,  2.720023, 2,   8.000000,    0.206981, 4906017280.000000
CO6A1_MOUSE,    0.007944,  0.002612,  0.013275, 2,   9.000000,    0.002666, 7314755072.000000
CO6A2_MOUSE,    0.000646,  0.000000,  4.164829, 1,   6.000000,    0.001922, 18096967680.000000
CO8A_MOUSE,    1.556016,  0.667296,  2.444736, 1,   4.000000,    0.777773, 2164137216.000000
COA6_MOUSE,    0.013238,  0.000000,  4.604262, 1,   1.000000,    0.007682, 655126784.000000
COASY_MOUSE,    0.206706,  0.175644,  0.237768, 4,  10.000000,    0.015531, 8850015232.000000
COBL1_MOUSE,    0.235424,  0.064198,  0.406650, 1,   4.000000,    0.075691, 1880564736.000000
COEA1_MOUSE,    0.000805,  0.000000,  4.446805, 1,   4.000000,    0.003437, 3953723648.000000
COF1_MOUSE,    0.272890,  0.230833,  0.314947, 8,  10.000000,    0.021029, 47545249792.000000
COF2_MOUSE,    0.236394,  0.176659,  0.296129, 3,   3.000000,    0.029867, 7280181760.000000
COIA1_MOUSE,    4.273199,  2.350140,  6.196259, 1,   1.000000,   29.054037, 112452832.000000
COMT_MOUSE,    0.310951,  0.262953,  0.358949, 16,  18.000000,    0.023999, 196656562176.000000
COPA_MOUSE,    0.297243,  0.219389,  0.375098, 12,  21.000000,    0.038927, 34843250688.000000
COPB2_MOUSE,    0.300273,  0.224141,  0.376406, 9,  16.000000,    0.038066, 42956537856.000000
COPB_MOUSE,    0.268760,  0.188321,  0.349199, 6,  12.000000,    0.040219, 9167540224.000000
COPD_MOUSE,    0.377567,  0.313836,  0.441297, 6,   8.000000,    0.031865, 21289834496.000000
COPE_MOUSE,    0.387981,  0.337726,  0.438236, 4,   4.000000,    0.025128, 1774095616.000000
COPG1_MOUSE,    0.229230,  0.182382,  0.276078, 6,  14.000000,    0.023424, 55914016768.000000
COPZ1_MOUSE,    0.352048,  0.195599,  0.508496, 2,   2.000000,    0.078224, 1565104128.000000
COQ3_MOUSE,    0.118427,  0.083237,  0.153617, 3,   5.000000,    0.017595, 1435009536.000000
COQ6_MOUSE,    0.104790,  0.071503,  0.138077, 4,   5.000000,    0.016643, 5389423616.000000
COQ7_MOUSE,    0.201110,  0.140594,  0.261625, 1,   1.000000,    0.024731, 320510176.000000
COQ8A_MOUSE,    0.407201,  0.254623,  0.559779, 5,   9.000000,    0.076289, 11265870848.000000
COQ9_MOUSE,    0.190744,  0.153322,  0.228166, 4,   6.000000,    0.018711, 8411466752.000000
COR1A_MOUSE,    0.087421,  0.063294,  0.111549, 2,   2.000000,    0.012064, 381411744.000000
COR1B_MOUSE,    0.200912,  0.150714,  0.251110, 3,   5.000000,    0.025099, 5486199808.000000
COR1C_MOUSE,    0.133681,  0.079679,  0.187683, 3,   3.000000,    0.027001, 3337844224.000000
CORO7_MOUSE,    0.072242,  0.025274,  0.119209, 3,   3.000000,    0.023484, 808301120.000000
COTL1_MOUSE,    0.192145,  0.145688,  0.238601, 3,   5.000000,    0.023228, 4107262720.000000
COX1_MOUSE,    0.133239,  0.116681,  0.149797, 4,   5.000000,    0.008279, 21230741504.000000
COX2_MOUSE,    0.115122,  0.096354,  0.133891, 6,  12.000000,    0.009384, 157255548928.000000
COX3_MOUSE,    0.134574,  0.108049,  0.161098, 2,   2.000000,    0.013262, 2504067840.000000
COX41_MOUSE,    0.118753,  0.104704,  0.132802, 3,   5.000000,    0.007025, 75906883584.000000
COX5A_MOUSE,    0.124559,  0.111692,  0.137425, 9,  12.000000,    0.006433, 76097560576.000000
COX5B_MOUSE,    0.127247,  0.108133,  0.146362, 6,   6.000000,    0.009557, 90991656960.000000
COX6C_MOUSE,    0.128977,  0.102634,  0.155320, 4,   4.000000,    0.013171, 21509496832.000000
COX7R_MOUSE,    0.617543,  0.000000,  2.904786, 1,   1.000000,    0.422286, 860133952.000000
CP1A2_MOUSE,    0.707504,  0.502153,  0.912855, 12,  18.000000,    0.102675, 62761709568.000000
CP237_MOUSE,    0.475134,  0.354752,  0.595516, 13,  20.000000,    0.060191, 109115596800.000000
CP240_MOUSE,    0.686158,  0.521748,  0.850569, 4,   9.000000,    0.082205, 34215979008.000000
CP254_MOUSE,    0.426539,  0.281145,  0.571934, 3,   8.000000,    0.072697, 14110467072.000000
CP270_MOUSE,    0.959822,  0.649045,  1.270598, 5,   8.000000,    0.155388, 7283931136.000000
CP27A_MOUSE,    0.277055,  0.204698,  0.349411, 10,  11.000000,    0.036178, 43017351168.000000
CP2A5_MOUSE,    1.411140,  0.871242,  1.951039, 10,  15.000000,    0.269949, 31854383104.000000
CP2AC_MOUSE,    0.538057,  0.365527,  0.710586, 9,  27.000000,    0.086265, 196632133632.000000
CP2CN_MOUSE,    0.825293,  0.434412,  1.216174, 4,   7.000000,    0.195441, 15572202496.000000
CP2CT_MOUSE,    0.512263,  0.380698,  0.643828, 11,  16.000000,    0.065783, 115122651136.000000
CP2D9_MOUSE,    0.626225,  0.469123,  0.783326, 17,  22.000000,    0.078551, 156389163008.000000
CP2DA_MOUSE,    0.428603,  0.336011,  0.521195, 12,  16.000000,    0.046296, 95459942400.000000
CP2DB_MOUSE,    0.435631,  0.336331,  0.534931, 1,   1.000000,    0.043061, 2965890304.000000
CP2DQ_MOUSE,    0.578609,  0.415094,  0.742125, 18,  24.000000,    0.081758, 124063121408.000000
CP2E1_MOUSE,    1.392998,  0.762282,  2.023714, 16,  22.000000,    0.315358, 241737416704.000000
CP2F2_MOUSE,    0.592341,  0.456354,  0.728327, 23,  27.000000,    0.067993, 159156764672.000000
CP2J5_MOUSE,    0.996523,  0.673954,  1.319093, 6,   9.000000,    0.161285, 12132900864.000000
CP3AB_MOUSE,    1.531196,  0.774785,  2.287606, 16,  22.000000,    0.378205, 180835729408.000000
CP3AD_MOUSE,    0.729638,  0.507231,  0.952044, 6,  12.000000,    0.111203, 17838696448.000000
CP3AP_MOUSE,    1.075064,  0.923836,  1.226292, 3,   4.000000,    0.075614, 13071322112.000000
CP4AA_MOUSE,    0.520290,  0.264225,  0.776356, 3,   4.000000,    0.128033, 2376882688.000000
CP4AE_MOUSE,    0.812269,  0.593732,  1.030807, 3,  12.000000,    0.109269, 13364296704.000000
CP4B1_MOUSE,    0.235356,  0.174016,  0.296695, 3,   3.000000,    0.030670, 597960960.000000
CP4CA_MOUSE,    0.393835,  0.278226,  0.509444, 3,  10.000000,    0.057804, 32023037952.000000
CP4CB_MOUSE,    0.122196,  0.064486,  0.179906, 2,   2.000000,    0.028855, 413513600.000000
CP4FE_MOUSE,    0.670402,  0.507040,  0.833764, 3,   7.000000,    0.081681, 14641438720.000000
CP4V2_MOUSE,    0.775787,  0.555508,  0.996066, 4,  10.000000,    0.110139, 8581830656.000000
CP51A_MOUSE,    1.543971,  0.801283,  2.286659, 4,   5.000000,    0.371344, 1304655488.000000
CP7A1_MOUSE,    0.400959,  0.092342,  0.709577, 1,   1.000000,    0.096975, 706356928.000000
CP7B1_MOUSE,    0.623407,  0.474721,  0.772093, 8,  11.000000,    0.074343, 12682057728.000000
CP8B1_MOUSE,   18.977041, 17.603819, 20.350264, 1,   4.000000,  34318184.000000, 2090041088.000000
CPNE3_MOUSE,    0.297119,  0.229423,  0.364815, 1,   6.000000,    0.030757, 8949703680.000000
CPNS1_MOUSE,    0.173954,  0.120053,  0.227854, 4,   4.000000,    0.026950, 1549660032.000000
CPPED_MOUSE,    1.755383,  1.048735,  2.462030, 2,   2.000000,    0.353324, 332790944.000000
CPSF2_MOUSE,    0.451102,  0.142016,  0.760189, 1,   1.000000,    0.111325, 38308568.000000
CPSF5_MOUSE,    0.104870,  0.062372,  0.147367, 2,   2.000000,    0.021249, 878763840.000000
CPSF6_MOUSE,    3.036611,  2.477293,  3.595928, 2,   2.000000,    0.279659, 694028096.000000
CPSM_MOUSE,    0.106503,  0.093246,  0.119760, 192, 241.000000,    0.006628, 13013620883456.000000
CPT1A_MOUSE,    0.226144,  0.174866,  0.277421, 7,  14.000000,    0.025639, 26700912640.000000
CPT2_MOUSE,    0.160570,  0.135317,  0.185824, 22,  35.000000,    0.012627, 136830574592.000000
CR1L_MOUSE,    0.528975,  0.000000,  2.276606, 1,   1.000000,    0.658354, 17947576.000000
CRADD_MOUSE,    0.165466,  0.019616,  0.311315, 1,   1.000000,    0.045829, 60367004.000000
CREL1_MOUSE,    0.226733,  0.164303,  0.289164, 2,   2.000000,    0.031215, 910126528.000000
CREL2_MOUSE,    0.217008,  0.118062,  0.315955, 2,   2.000000,    0.049473, 804972096.000000
CRIP2_MOUSE,    0.149248,  0.071221,  0.227275, 2,   2.000000,    0.039013, 1704766208.000000
CRK_MOUSE,    2.272922,  2.048100,  2.497744, 2,   2.000000,    0.112411, 519123872.000000
CRYL1_MOUSE,    0.059184,  0.033508,  0.084860, 3,   3.000000,    0.012838, 2013659776.000000
CSAD_MOUSE,    0.183290,  0.149290,  0.217290, 22,  26.000000,    0.017000, 232197341184.000000
CSDE1_MOUSE,   18.175884, 17.040901, 19.310867, 4,   4.000000,    0.567491, 1564119424.000000
CSK21_MOUSE,    0.314997,  0.007816,  0.622178, 1,   1.000000,    0.110638, 1942423168.000000
CSN2_MOUSE,    0.216968,  0.161730,  0.272206, 3,   3.000000,    0.027619, 1661326592.000000
CSN4_MOUSE,    0.242083,  0.168319,  0.315847, 2,   4.000000,    0.036882, 4313909248.000000
CSN6_MOUSE,    0.231460,  0.168071,  0.294849, 2,   2.000000,    0.031695, 915204032.000000
CSN7A_MOUSE,    0.493640,  0.348702,  0.638578, 2,   2.000000,    0.072469, 381870720.000000
CSN8_MOUSE,    0.103369,  0.037074,  0.169664, 2,   2.000000,    0.033148, 2325337600.000000
CSRP3_MOUSE,    0.180544,  0.033396,  0.327691, 1,   1.000000,    0.046237, 326874080.000000
CTNA1_MOUSE,    0.389421,  0.182919,  0.595922, 3,  10.000000,    0.103251, 14721453056.000000
CTNB1_MOUSE,    0.325248,  0.213814,  0.436682, 5,  10.000000,    0.055717, 8204932096.000000
CTND1_MOUSE,    0.551483,  0.367459,  0.735508, 4,   8.000000,    0.092012, 4020207360.000000
CUL1_MOUSE,   16.975189, 16.273005, 17.677374, 2,   2.000000,    0.351092, 353749568.000000
CUL2_MOUSE,   10.073519,  9.588675, 10.558362, 3,   3.000000,    0.242422, 2439835904.000000
CUL3_MOUSE,    2.531223,  0.000000,  5.898549, 1,   1.000000,    8.485260, 103722232.000000
CUTA_MOUSE,    0.135538,  0.101516,  0.169560, 3,   3.000000,    0.017011, 6019404800.000000
CUTC_MOUSE,    0.061317,  0.044142,  0.078492, 3,   3.000000,    0.008587, 1976364160.000000
CX6A1_MOUSE,    0.124055,  0.093840,  0.154271, 3,   4.000000,    0.015108, 10840868864.000000
CX6B1_MOUSE,    0.137103,  0.126384,  0.147823, 4,   4.000000,    0.005360, 87489560576.000000
CX7A2_MOUSE,    0.148016,  0.126095,  0.169937, 3,   3.000000,    0.010960, 35689717760.000000
CY1_MOUSE,    0.106361,  0.089906,  0.122816, 11,  14.000000,    0.008228, 105413885952.000000
CY250_MOUSE,    0.609248,  0.379450,  0.839046, 5,   6.000000,    0.114899, 26459781120.000000
CYB5B_MOUSE,    0.166518,  0.139878,  0.193159, 4,   5.000000,    0.013320, 51821576192.000000
CYB5_MOUSE,    0.274344,  0.225998,  0.322690, 6,   7.000000,    0.024173, 226019311616.000000
CYB_MOUSE,    0.283416,  0.000000,  3.130082, 1,   1.000000,    0.111109, 2495722240.000000
CYC_MOUSE,    0.113153,  0.101347,  0.124959, 7,  10.000000,    0.005903, 120795406336.000000
CYFP1_MOUSE,    0.575721,  0.411913,  0.739528, 2,   4.000000,    0.081904, 1220932736.000000
CYTB_MOUSE,    0.184312,  0.129978,  0.238646, 3,   3.000000,    0.027167, 10281294848.000000
D39U1_MOUSE,    0.002832,  0.000000,  5.420838, 1,   1.000000,    0.007773, 128584808.000000
DBNL_MOUSE,    0.169379,  0.114243,  0.224515, 2,   5.000000,    0.027568, 3149302784.000000
DC1I2_MOUSE,    0.536960,  0.000000,  2.858105, 1,   1.000000,    0.171838, 53735484.000000
DC1L1_MOUSE,    0.064745,  0.000000,  3.286496, 1,   1.000000,    0.044151, 150807728.000000
DCA11_MOUSE,    0.842109,  0.281001,  1.403218, 1,   1.000000,    0.218281, 298054176.000000
