Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
DDX6_MOUSE,    0.589934,  0.000000,  2.204868, 1,   1.000000,    0.280328, 787329728.000000
DECR2_MOUSE,    0.288138,  0.233674,  0.342602, 7,  10.000000,    0.027232, 30416535552.000000
DECR_MOUSE,    0.112187,  0.097685,  0.126690, 14,  20.000000,    0.007251, 175094841344.000000
DEOC_MOUSE,    0.311391,  0.205481,  0.417302, 4,   7.000000,    0.052955, 4701534208.000000
DERL1_MOUSE,    0.124698,  0.000000,  2.623597, 1,   1.000000,    0.047665, 173017136.000000
DESM_MOUSE,    0.033036,  0.009165,  0.056907, 3,   3.000000,    0.011935, 1717743872.000000
DESP_MOUSE,    0.348220,  0.148003,  0.548437, 4,   4.000000,    0.100108, 1225043072.000000
DEST_MOUSE,    0.266789,  0.234650,  0.298927, 5,   8.000000,    0.016069, 40586735616.000000
DHB11_MOUSE,    0.438264,  0.322400,  0.554129, 4,   6.000000,    0.057932, 9533180928.000000
DHB12_MOUSE,    0.176896,  0.127399,  0.226393, 3,   3.000000,    0.024749, 15429741568.000000
DHB13_MOUSE,    0.381979,  0.263645,  0.500314, 7,  10.000000,    0.059167, 44154634240.000000
DHB2_MOUSE,    0.318431,  0.245047,  0.391814, 4,   9.000000,    0.036692, 11503518720.000000
DHB4_MOUSE,    0.335852,  0.264486,  0.407217, 26,  38.000000,    0.035683, 227848749056.000000
DHB5_MOUSE,    0.199991,  0.167181,  0.232800, 21,  26.000000,    0.016405, 417153810432.000000
DHB7_MOUSE,    0.367374,  0.199115,  0.535634, 2,   4.000000,    0.084130, 4939483136.000000
DHB8_MOUSE,    0.123882,  0.106603,  0.141162, 5,  11.000000,    0.008640, 87896932352.000000
DHC24_MOUSE,    1.271006,  0.556412,  1.985599, 1,   5.000000,    0.320713, 3025379328.000000
DHCR7_MOUSE,    0.218702,  0.149167,  0.288238, 3,   3.000000,    0.034768, 3746927104.000000
DHDH_MOUSE,    0.155779,  0.123228,  0.188331, 7,  13.000000,    0.016276, 40682475520.000000
DHE3_MOUSE,    0.110211,  0.094369,  0.126053, 57,  77.000000,    0.007921, 1448155152384.000000
DHI1_MOUSE,    0.246177,  0.201328,  0.291025, 9,  12.000000,    0.022424, 126255144960.000000
DHPR_MOUSE,    0.158776,  0.138666,  0.178885, 15,  20.000000,    0.010055, 218160365568.000000
DHR11_MOUSE,    0.225482,  0.177924,  0.273039, 2,   2.000000,    0.023779, 758884096.000000
DHRS1_MOUSE,    0.275541,  0.227283,  0.323799, 11,  18.000000,    0.024129, 47974514688.000000
DHRS4_MOUSE,    0.229124,  0.179328,  0.278920, 5,  12.000000,    0.024898, 218662731776.000000
DHRS7_MOUSE,    0.139040,  0.073960,  0.204120, 3,   3.000000,    0.032540, 3302686464.000000
DHSD_MOUSE,    0.863439,  0.831085,  0.895793, 2,   2.000000,    0.016177, 2285448192.000000
DHSO_MOUSE,    0.187888,  0.161726,  0.214050, 37,  43.000000,    0.013081, 798193352704.000000
DHTK1_MOUSE,    0.090930,  0.075925,  0.105935, 12,  19.000000,    0.007503, 18368294912.000000
DHX15_MOUSE,    0.396683,  0.094367,  0.698999, 1,   5.000000,    0.135681, 3415514624.000000
DHX9_MOUSE,    0.302357,  0.229049,  0.375666, 10,  17.000000,    0.036654, 17782245376.000000
DIC_MOUSE,    0.160248,  0.130027,  0.190470, 10,  11.000000,    0.015111, 25236406272.000000
DJB11_MOUSE,    0.559837,  0.400464,  0.719209, 3,   3.000000,    0.079686, 894368192.000000
DLDH_MOUSE,    0.114643,  0.096265,  0.133021, 18,  27.000000,    0.009189, 172194922496.000000
DNJA1_MOUSE,    1.034292,  0.684119,  1.384465, 4,   7.000000,    0.175087, 46871461888.000000
DNJA2_MOUSE,    0.582780,  0.417567,  0.747994, 4,   6.000000,    0.082607, 7966025728.000000
DNJA3_MOUSE,    0.148963,  0.069011,  0.228915, 1,   1.000000,    0.035343, 4546824192.000000
DNJB2_MOUSE,    0.316910,  0.000000,  2.224669, 1,   1.000000,    0.164641, 400980928.000000
DNJC3_MOUSE,    0.905206,  0.586815,  1.223596, 4,   6.000000,    0.159195, 2141574912.000000
DNM1L_MOUSE,    0.210358,  0.136630,  0.284085, 4,   8.000000,    0.036864, 3439856384.000000
DNPEP_MOUSE,    0.217921,  0.158893,  0.276948, 4,   9.000000,    0.029514, 15544644608.000000
DOPD_MOUSE,    0.141617,  0.121879,  0.161354, 16,  21.000000,    0.009869, 475763998720.000000
DPP2_MOUSE,    0.125324,  0.098515,  0.152133, 4,   7.000000,    0.013404, 4594301952.000000
DPP3_MOUSE,    0.262133,  0.195897,  0.328370, 7,  14.000000,    0.033118, 9784955904.000000
DPP4_MOUSE,    0.142817,  0.112136,  0.173498, 9,  14.000000,    0.015340, 14978555904.000000
DPTOR_MOUSE,    2.461646,  1.855253,  3.068038, 2,   2.000000,    0.303196, 945117312.000000
DPYD_MOUSE,    0.503289,  0.366757,  0.639821, 12,  27.000000,    0.068266, 48039833600.000000
DPYL2_MOUSE,    0.099448,  0.072759,  0.126136, 5,  10.000000,    0.013344, 23324997632.000000
DPYS_MOUSE,    0.265358,  0.217548,  0.313168, 9,  19.000000,    0.023905, 84369645568.000000
DRG1_MOUSE,    0.334537,  0.148357,  0.520718, 1,   1.000000,    0.067057, 179146944.000000
DRS7B_MOUSE,    0.004944,  0.000000,  4.382863, 1,   1.000000,    0.005388, 3514366464.000000
DSC2_MOUSE,    2.326513,  1.746415,  2.906611, 1,   1.000000,    1.157258, 214254512.000000
DTX3L_MOUSE,    0.606621,  0.317649,  0.895593, 1,   1.000000,    0.112415, 58739912.000000
DX39B_MOUSE,    0.145761,  0.099625,  0.191898, 4,   7.000000,    0.023068, 6222836224.000000
DYHC1_MOUSE,    0.269183,  0.183925,  0.354441, 7,  22.000000,    0.042629, 8725676032.000000
DYN2_MOUSE,    0.266365,  0.179397,  0.353333, 4,   5.000000,    0.043484, 3306859520.000000
DYR_MOUSE,    0.495314,  0.197529,  0.793099, 2,   4.000000,    0.148892, 4626011648.000000
E41L5_MOUSE,    0.377255,  0.063497,  0.691013, 1,   1.000000,    0.128226, 252549200.000000
EBP_MOUSE,    0.204588,  0.179648,  0.229529, 1,   1.000000,    0.010193, 7515944448.000000
ECH1_MOUSE,    0.498159,  0.394811,  0.601506, 6,   7.000000,    0.051674, 32042852352.000000
ECHA_MOUSE,    0.132727,  0.114115,  0.151339, 50,  55.000000,    0.009306, 503731945472.000000
ECHB_MOUSE,    0.122601,  0.103564,  0.141638, 27,  33.000000,    0.009518, 226404761600.000000
ECHD1_MOUSE,    0.212073,  0.170034,  0.254113, 4,   5.000000,    0.021020, 4987383808.000000
ECHD2_MOUSE,    0.123319,  0.108485,  0.138154, 10,  14.000000,    0.007417, 27965579264.000000
ECHD3_MOUSE,    0.130878,  0.095295,  0.166460, 5,   9.000000,    0.017791, 19158216704.000000
ECHM_MOUSE,    0.114515,  0.100728,  0.128302, 15,  21.000000,    0.006893, 180479246336.000000
ECHP_MOUSE,    0.237064,  0.185573,  0.288555, 35,  43.000000,    0.025746, 267355357184.000000
ECI1_MOUSE,    0.112488,  0.097847,  0.127130, 13,  18.000000,    0.007321, 100602699776.000000
ECI2_MOUSE,    0.195227,  0.149708,  0.240746, 9,  11.000000,    0.022760, 47331196928.000000
ECM29_MOUSE,    0.064276,  0.000000,  3.130424, 1,   1.000000,    0.060704, 6766772.500000
ECSIT_MOUSE,    0.123548,  0.000000,  2.920029, 1,   1.000000,    0.081617, 536926976.000000
EDEM1_MOUSE,    0.111977,  0.056392,  0.167562, 1,   1.000000,    0.023507, 1620963200.000000
EEA1_MOUSE,    0.156829,  0.089675,  0.223983, 1,   1.000000,    0.024187, 59142724.000000
EF1A1_MOUSE,    0.167089,  0.141064,  0.193113, 28,  41.000000,    0.013012, 1210672742400.000000
EF1B_MOUSE,    0.105732,  0.086626,  0.124837, 3,   5.000000,    0.009553, 31006865408.000000
EF1D_MOUSE,    0.172810,  0.149318,  0.196302, 5,   9.000000,    0.011746, 21761988608.000000
EF1G_MOUSE,    0.078451,  0.066433,  0.090469, 9,  16.000000,    0.006009, 48046202880.000000
EF2_MOUSE,    0.252604,  0.207951,  0.297257, 40,  50.000000,    0.022326, 319841894400.000000
EFGM_MOUSE,    0.762869,  0.499937,  1.025802, 3,   4.000000,    0.131466, 1808488448.000000
EFHD2_MOUSE,    0.695372,  0.453759,  0.936985, 2,   2.000000,    0.120806, 1076926464.000000
EFTU_MOUSE,    0.143547,  0.121842,  0.165252, 19,  29.000000,    0.010852, 125183918080.000000
EGFR_MOUSE,    1.123958,  0.569184,  1.678733, 6,  11.000000,    0.277387, 30736865280.000000
EHD1_MOUSE,    0.293380,  0.203534,  0.383226, 4,   7.000000,    0.044923, 4294921216.000000
EHD3_MOUSE,    0.293028,  0.213415,  0.372641, 5,   9.000000,    0.039806, 6808787968.000000
EI2BE_MOUSE,   13.008224,  9.147883, 16.868567, 1,   1.000000,  260063.328125, 342414400.000000
EI3JA_MOUSE,    0.366774,  0.310223,  0.423325, 2,   4.000000,    0.028276, 3718245888.000000
EIF1_MOUSE,   12.438347,  0.000000,59388.078125, 3,   3.000000,  29687.820312, 1742456320.000000
EIF2A_MOUSE,    1.493026,  0.253729,  2.732322, 1,   1.000000,    0.836573, 337563104.000000
EIF3A_MOUSE,    0.263918,  0.220000,  0.307835, 8,  11.000000,    0.021959, 20046018560.000000
EIF3B_MOUSE,    0.270175,  0.150422,  0.389929, 3,   5.000000,    0.059877, 11087505408.000000
EIF3C_MOUSE,    0.226710,  0.201742,  0.251678, 4,   8.000000,    0.012484, 6475009536.000000
EIF3D_MOUSE,    0.230506,  0.138063,  0.322949, 1,   4.000000,    0.042001, 2428191232.000000
EIF3E_MOUSE,    0.186531,  0.115210,  0.257851, 5,   7.000000,    0.035660, 4620953088.000000
EIF3F_MOUSE,    0.217420,  0.174455,  0.260385, 6,   8.000000,    0.021483, 10516386816.000000
EIF3G_MOUSE,    4.754318,  1.491627,  8.017008, 1,   1.000000,   87.471123, 1631271936.000000
EIF3H_MOUSE,    0.144206,  0.058391,  0.230020, 3,   6.000000,    0.042907, 5512184320.000000
EIF3I_MOUSE,    0.282293,  0.194865,  0.369720, 5,   8.000000,    0.043714, 6345306112.000000
EIF3L_MOUSE,    0.214600,  0.136186,  0.293015, 4,   5.000000,    0.039207, 2490302720.000000
EIF3M_MOUSE,    0.204149,  0.167471,  0.240826, 2,   2.000000,    0.018339, 3061793280.000000
EKI2_MOUSE,    1.916849,  1.676106,  2.157592, 1,   1.000000,  1366394.750000, 342074848.000000
ELAV1_MOUSE,    0.599887,  0.447261,  0.752513, 4,   4.000000,    0.076313, 1259392896.000000
ELOC_MOUSE,    0.241976,  0.173201,  0.310751, 4,   5.000000,    0.034387, 3457820160.000000
ELOV2_MOUSE,    0.862627,  0.615867,  1.109388, 2,   2.000000,    0.123380, 2102364800.000000
EMC10_MOUSE,    0.377004,  0.065248,  0.688760, 1,   1.000000,    0.121279, 218815392.000000
EMC1_MOUSE,    0.124890,  0.117354,  0.132426, 2,   5.000000,    0.003768, 2956990976.000000
EMC2_MOUSE,    0.547511,  0.461551,  0.633470, 3,   3.000000,    0.042980, 3859424768.000000
EMC3_MOUSE,    0.158969,  0.090092,  0.227846, 1,   1.000000,    0.029869, 1455169024.000000
ENOA_MOUSE,    0.149483,  0.130468,  0.168497, 28,  35.000000,    0.009507, 793200492544.000000
ENPL_MOUSE,    0.268098,  0.222076,  0.314121, 29,  39.000000,    0.023011, 314404503552.000000
ENPP1_MOUSE,    0.155996,  0.116178,  0.195814, 1,   8.000000,    0.017267, 8625158144.000000
ENPP3_MOUSE,    2.645065,  0.790496,  4.499635, 1,   1.000000,    5.028880, 96335840.000000
ENTP5_MOUSE,    0.332894,  0.272876,  0.392911, 7,  10.000000,    0.030009, 19203274752.000000
EPB41_MOUSE,    0.370621,  0.294069,  0.447173, 3,   3.000000,    0.038276, 5456007168.000000
EPIPL_MOUSE,    0.381747,  0.242981,  0.520512, 7,  10.000000,    0.069383, 7037242880.000000
EPN1_MOUSE,    0.204653,  0.097113,  0.312193, 3,   3.000000,    0.053770, 3529809152.000000
EPS15_MOUSE,    0.164813,  0.113222,  0.216405, 1,   1.000000,    0.021818, 215976096.000000
ERAP1_MOUSE,    0.311718,  0.244916,  0.378521, 4,   8.000000,    0.033401, 38130626560.000000
ERD21_MOUSE,    0.227088,  0.080901,  0.373275, 3,   3.000000,    0.073093, 1062016448.000000
ERD22_MOUSE,    0.203721,  0.118808,  0.288634, 2,   4.000000,    0.042456, 544144960.000000
ERF1_MOUSE,    0.297022,  0.208590,  0.385455, 4,   7.000000,    0.044216, 4981580288.000000
ERF3A_MOUSE,    0.424527,  0.223762,  0.625291, 3,   3.000000,    0.100382, 1429291904.000000
ERG24_MOUSE,    0.103207,  0.076972,  0.129443, 2,   2.000000,    0.013118, 369736672.000000
ERGI1_MOUSE,    0.376817,  0.000000,  0.770180, 3,   3.000000,    0.196681, 2973505536.000000
ERLEC_MOUSE,    0.004986,  0.000000,  2.244184, 1,   1.000000,    0.037856, 22550278.000000
ERLN2_MOUSE,    0.246400,  0.183372,  0.309428, 2,   2.000000,    0.031514, 931478080.000000
ERO1B_MOUSE,    0.775268,  0.480304,  1.070232, 2,   2.000000,    0.147482, 1236641792.000000
ERP29_MOUSE,    0.235357,  0.185286,  0.285428, 4,   6.000000,    0.025035, 9553686528.000000
ERP44_MOUSE,    0.320714,  0.186750,  0.454678, 4,   7.000000,    0.066982, 24042594304.000000
ES8L2_MOUSE,    0.422742,  0.257636,  0.587848, 3,   4.000000,    0.082553, 927154112.000000
EST1C_MOUSE,    1.182021,  1.079096,  1.284945, 8,  13.000000,    0.051462, 83926458368.000000
EST1D_MOUSE,    0.223068,  0.191962,  0.254174, 32,  44.000000,    0.015553, 566600466432.000000
EST1E_MOUSE,    0.547791,  0.421291,  0.674291, 8,  14.000000,    0.063250, 57699348480.000000
EST1F_MOUSE,    0.237969,  0.193989,  0.281948, 22,  33.000000,    0.021990, 171869519872.000000
EST1_MOUSE,    0.229679,  0.186354,  0.273004, 16,  24.000000,    0.021662, 134301958144.000000
EST2A_MOUSE,    0.235177,  0.200861,  0.269492, 17,  25.000000,    0.017158, 167725285376.000000
EST2C_MOUSE,    0.246125,  0.195714,  0.296536, 4,   8.000000,    0.025206, 19403546624.000000
EST2E_MOUSE,    0.263101,  0.212451,  0.313751, 11,  14.000000,    0.025325, 63009292288.000000
EST3A_MOUSE,    0.273730,  0.221821,  0.325638, 24,  31.000000,    0.025954, 428428165120.000000
EST3B_MOUSE,    0.255374,  0.203667,  0.307081, 5,   8.000000,    0.025854, 22474872832.000000
ESTD_MOUSE,    0.150804,  0.130022,  0.171585, 16,  18.000000,    0.010391, 193228718080.000000
ESYT1_MOUSE,    0.118775,  0.064642,  0.172909, 2,   2.000000,    0.027067, 127395904.000000
ETFA_MOUSE,    0.113064,  0.099235,  0.126893, 28,  33.000000,    0.006914, 497775312896.000000
ETFB_MOUSE,    0.111008,  0.097496,  0.124520, 15,  16.000000,    0.006756, 375217848320.000000
ETFD_MOUSE,    0.120104,  0.103329,  0.136879, 29,  34.000000,    0.008388, 190653857792.000000
ETHE1_MOUSE,    0.124206,  0.098528,  0.149885, 6,  12.000000,    0.012839, 20886884352.000000
EWS_MOUSE,    0.226848,  0.153680,  0.300016, 2,   4.000000,    0.036584, 1388690944.000000
F10A1_MOUSE,    0.602914,  0.339765,  0.866064, 4,   5.000000,    0.131575, 12368483328.000000
F120A_MOUSE,    0.516819,  0.103981,  0.929658, 4,   4.000000,    0.206419, 1394366976.000000
F136A_MOUSE,    0.020075,  0.000000,  4.706851, 1,   1.000000,    0.026574, 640216448.000000
F162A_MOUSE,    0.205992,  0.161199,  0.250785, 1,   4.000000,    0.020351, 10909880320.000000
F16P1_MOUSE,    0.199283,  0.172468,  0.226097, 33,  48.000000,    0.013407, 713904029696.000000
F210B_MOUSE,    2.195018,  0.000000,  4.998316, 1,   1.000000,    4.957598, 160077424.000000
F261_MOUSE,    0.166716,  0.016813,  0.316620, 3,   3.000000,    0.074952, 731877504.000000
FAAA_MOUSE,    0.158152,  0.135765,  0.180539, 36,  49.000000,    0.011193, 643601989632.000000
FAAH1_MOUSE,    0.307618,  0.180032,  0.435204, 5,   8.000000,    0.063793, 7130468352.000000
FABP4_MOUSE,    1.387904,  1.330615,  1.445193, 2,   2.000000,    0.028645, 1579313920.000000
FABP5_MOUSE,    0.110042,  0.078539,  0.141544, 4,   9.000000,    0.015751, 18200442880.000000
FABPI_MOUSE,    0.154138,  0.123308,  0.184969, 3,   3.000000,    0.015415, 4550059520.000000
FABPL_MOUSE,    0.149735,  0.127728,  0.171741, 20,  25.000000,    0.011003, 2127400140800.000000
FACE1_MOUSE,    0.289215,  0.232563,  0.345866, 3,   3.000000,    0.028326, 1294472192.000000
FAD1_MOUSE,    0.067328,  0.000000,  4.100873, 1,   1.000000,    0.033972, 499908736.000000
FADS1_MOUSE,    2.451610,  0.699415,  4.203805, 2,   2.000000,    0.876098, 1456622848.000000
FADS2_MOUSE,   17.521540,  0.000000,175943.140625, 3,   3.000000,  87962.812500, 2076543360.000000
FAF2_MOUSE,    0.303493,  0.000000,  0.690445, 3,   3.000000,    0.193476, 407447040.000000
FAHD1_MOUSE,    0.067173,  0.049080,  0.085266, 7,   8.000000,    0.009046, 15318487040.000000
FAHD2_MOUSE,    0.105935,  0.079315,  0.132554, 3,   6.000000,    0.013310, 5805558784.000000
FARP1_MOUSE,    0.247883,  0.025369,  0.470397, 1,   1.000000,    0.069919, 101893296.000000
FAS_MOUSE,    0.264254,  0.206891,  0.321616, 112, 127.000000,    0.028681, 732914974720.000000
FBRL_MOUSE,    0.089291,  0.055083,  0.123498, 3,   3.000000,    0.017104, 2016224128.000000
FBX6_MOUSE,    1.020247,  0.223186,  1.817309, 1,   1.000000,    0.593445, 120204792.000000
FCL_MOUSE,    0.184878,  0.130276,  0.239481, 2,   5.000000,    0.027301, 2771880448.000000
FERM2_MOUSE,    0.265772,  0.202655,  0.328889, 3,   5.000000,    0.031559, 2847893248.000000
FETUA_MOUSE,    1.851530,  0.000000,  5.379728, 3,   3.000000,    1.764099, 4287876608.000000
FETUB_MOUSE,    0.471059,  0.000000,  1.316996, 1,   1.000000,    0.329749, 27728774.000000
FGGY_MOUSE,    0.193884,  0.163572,  0.224195, 5,  13.000000,    0.015156, 12258194432.000000
FIBA_MOUSE,    0.926196,  0.596751,  1.255640, 2,   9.000000,    0.164722, 19144550400.000000
FIBB_MOUSE,    0.740716,  0.478003,  1.003429, 5,  12.000000,    0.131357, 18758135808.000000
FIBG_MOUSE,    0.789268,  0.495076,  1.083460, 8,  14.000000,    0.147096, 27821934592.000000
FINC_MOUSE,    0.619590,  0.435519,  0.803661, 5,  33.000000,    0.092036, 35189440512.000000
FIS1_MOUSE,    0.274751,  0.218348,  0.331153, 5,   6.000000,    0.028201, 4161730560.000000
FKB1A_MOUSE,    0.313251,  0.225628,  0.400874, 2,   2.000000,    0.043812, 5035501056.000000
FKBP2_MOUSE,    0.219370,  0.155908,  0.282833, 6,   7.000000,    0.031731, 18878763008.000000
FKBP3_MOUSE,    0.781472,  0.052441,  1.510504, 1,   1.000000,    0.316145, 1869088384.000000
FKBP4_MOUSE,    0.592798,  0.463909,  0.721686, 2,   6.000000,    0.064444, 7087799296.000000
FKBP8_MOUSE,    0.700980,  0.000000,  4.482251, 1,   1.000000,    0.242745, 262410256.000000
FLNA_MOUSE,    0.209785,  0.158501,  0.261070, 3,   6.000000,    0.025642, 3232742656.000000
FLNB_MOUSE,    0.216488,  0.164344,  0.268632, 15,  30.000000,    0.026072, 33691568128.000000
FLOT1_MOUSE,    0.314213,  0.187141,  0.441284, 1,   1.000000,    0.051931, 285981504.000000
FMO1_MOUSE,    0.253546,  0.196013,  0.311080, 11,  18.000000,    0.028767, 49077997568.000000
FMO5_MOUSE,    0.312341,  0.255184,  0.369498, 23,  28.000000,    0.028578, 233820176384.000000
FN3K_MOUSE,    1.964749,  1.639465,  2.290034, 1,   1.000000,  3101441.750000, 79795000.000000
FPPS_MOUSE,    0.367189,  0.282168,  0.452210, 9,  16.000000,    0.042510, 41354420224.000000
FRDA_MOUSE,    0.175473,  0.077569,  0.273376, 1,   4.000000,    0.044482, 9862680576.000000
FRIL1_MOUSE,    0.529051,  0.296624,  0.761479, 2,   2.000000,    0.116214, 2099290624.000000
FTCD_MOUSE,    0.229232,  0.196850,  0.261614, 22,  31.000000,    0.016191, 185211371520.000000
FUBP2_MOUSE,    0.315648,  0.220329,  0.410966, 4,   7.000000,    0.047659, 4505136640.000000
FUCM_MOUSE,    0.168961,  0.122984,  0.214938, 1,   1.000000,    0.016560, 131608112.000000
FUMH_MOUSE,    0.153583,  0.127006,  0.180161, 20,  29.000000,    0.013289, 154895040512.000000
FUS_MOUSE,    0.248701,  0.202870,  0.294532, 2,   2.000000,    0.022916, 3274714624.000000
G3BP1_MOUSE,    0.258586,  0.181741,  0.335431, 3,   3.000000,    0.038423, 3768837376.000000
G3BP2_MOUSE,    0.575988,  0.151390,  1.000586, 1,   1.000000,    0.133419, 305243232.000000
G3P_MOUSE,    0.160457,  0.132856,  0.188058, 38,  49.000000,    0.013801, 1629607559168.000000
G6PC1_MOUSE,    0.218556,  0.170135,  0.266977, 5,   5.000000,    0.024211, 4720102912.000000
G6PE_MOUSE,    0.341220,  0.253140,  0.429300, 10,  16.000000,    0.044040, 35580264448.000000
G6PI_MOUSE,    0.146702,  0.121684,  0.171719, 18,  26.000000,    0.012509, 237870907392.000000
GABT_MOUSE,    0.181067,  0.152401,  0.209733, 14,  23.000000,    0.014333, 296152891392.000000
GAL3A_MOUSE,    0.116809,  0.097285,  0.136333, 5,  12.000000,    0.009762, 33595580416.000000
GALE_MOUSE,    0.124868,  0.089886,  0.159849, 3,   3.000000,    0.017491, 2016527104.000000
GALK1_MOUSE,    0.219665,  0.177251,  0.262080, 6,  10.000000,    0.021207, 96936189952.000000
GALM_MOUSE,    0.127427,  0.097587,  0.157268, 6,  15.000000,    0.014920, 49423761408.000000
GALNS_MOUSE,    0.018625,  0.005393,  0.031857, 3,   3.000000,    0.006616, 216450416.000000
GALT_MOUSE,    0.088275,  0.006019,  0.170531, 2,   2.000000,    0.041128, 1149666816.000000
GAMT_MOUSE,    0.706443,  0.566408,  0.846478, 2,   4.000000,    0.070018, 11208994816.000000
GANAB_MOUSE,    0.225284,  0.172304,  0.278264, 21,  30.000000,    0.026490, 116916215808.000000
GAS2_MOUSE,    0.396368,  0.259835,  0.532900, 2,   2.000000,    0.068266, 697576384.000000
GBB1_MOUSE,    0.213084,  0.136975,  0.289192, 2,   6.000000,    0.038054, 9264345088.000000
GBB2_MOUSE,    0.282540,  0.232475,  0.332605, 4,  10.000000,    0.025032, 7444816896.000000
GBRAP_MOUSE,   17.456415, 17.456415, 17.456415, 2,   2.000000,    0.000000, 82664704.000000
GCAB_MOUSE,    0.050526,  0.027073,  0.073979, 1,   6.000000,    0.010526, 4914563072.000000
GCDH_MOUSE,    0.192622,  0.153561,  0.231683, 15,  20.000000,    0.019530, 88139546624.000000
GCH1_MOUSE,    0.900567,  0.421043,  1.380092, 2,   2.000000,    0.239762, 1424381568.000000
GCKR_MOUSE,    0.137874,  0.110202,  0.165546, 4,   8.000000,    0.013836, 6304942592.000000
GCN1_MOUSE,    0.231256,  0.112867,  0.349645, 3,   3.000000,    0.059194, 414756448.000000
GCSH_MOUSE,    0.125978,  0.092948,  0.159007, 2,   2.000000,    0.016515, 7010535936.000000
GCSP_MOUSE,    0.171325,  0.119978,  0.222671, 12,  24.000000,    0.025673, 72279269376.000000
GCST_MOUSE,    0.101928,  0.080757,  0.123099, 5,  10.000000,    0.010586, 12986205184.000000
GDIA_MOUSE,    0.259949,  0.206572,  0.313327, 8,  16.000000,    0.026689, 35714940928.000000
GDIB_MOUSE,    0.264392,  0.216111,  0.312673, 14,  18.000000,    0.024140, 62873006080.000000
GDIR1_MOUSE,    0.130752,  0.090656,  0.170848, 4,   6.000000,    0.020048, 14282444800.000000
GELS_MOUSE,    0.051753,  0.029525,  0.073981, 1,   1.000000,    0.008006, 5363817472.000000
GEPH_MOUSE,    0.170443,  0.140719,  0.200166, 2,   7.000000,    0.014862, 6991446016.000000
GET3_MOUSE,    0.977683,  0.660592,  1.294774, 2,   2.000000,    0.158545, 859265408.000000
GFRP_MOUSE,    0.166880,  0.146131,  0.187628, 4,   4.000000,    0.010374, 16522328064.000000
GGACT_MOUSE,    0.313719,  0.246197,  0.381240, 2,   2.000000,    0.033761, 875531648.000000
GGLO_MOUSE,    0.234438,  0.184650,  0.284225, 12,  16.000000,    0.024894, 83661045760.000000
GHC1_MOUSE,    0.193325,  0.149313,  0.237336, 5,   7.000000,    0.022006, 12838671360.000000
GIMA4_MOUSE,    0.171126,  0.000000,  0.559730, 1,   1.000000,    0.096122, 72349648.000000
GLCM_MOUSE,    0.339393,  0.227915,  0.450871, 3,   3.000000,    0.055739, 13712922624.000000
GLCNE_MOUSE,    2.184865,  0.202334,  4.167396, 3,   6.000000,    0.991265, 5859382784.000000
GLCTK_MOUSE,    0.144944,  0.122502,  0.167386, 6,  12.000000,    0.011221, 22269939712.000000
GLGB_MOUSE,    0.092104,  0.076050,  0.108157, 18,  33.000000,    0.008027, 97230495744.000000
GLNA_MOUSE,    0.241068,  0.201551,  0.280586, 15,  18.000000,    0.019759, 309318647808.000000
GLO2_MOUSE,    0.257289,  0.215329,  0.299248, 6,   9.000000,    0.020980, 21780455424.000000
GLOD4_MOUSE,    0.247321,  0.196429,  0.298214, 4,   6.000000,    0.025446, 13511109632.000000
GLPK_MOUSE,    0.223696,  0.188125,  0.259267, 4,  10.000000,    0.017786, 18644250624.000000
GLRX1_MOUSE,    0.194585,  0.164443,  0.224727, 3,   4.000000,    0.015071, 3321896704.000000
GLRX3_MOUSE,    0.428557,  0.303109,  0.554004, 4,   5.000000,    0.062724, 5287767552.000000
GLRX5_MOUSE,    0.222304,  0.190719,  0.253889, 4,   4.000000,    0.015792, 6239835648.000000
GLSL_MOUSE,    0.221740,  0.172052,  0.271429, 15,  22.000000,    0.024844, 48636395520.000000
GLTD2_MOUSE,    0.891243,  0.000000,  6.803827, 1,   1.000000,    0.493888, 122710096.000000
GLU2B_MOUSE,    0.255726,  0.213587,  0.297866, 4,   9.000000,    0.021070, 16867936256.000000
GLUCM_MOUSE,    0.180196,  0.141587,  0.218805, 6,   9.000000,    0.019304, 14618465280.000000
GLYAL_MOUSE,    0.125856,  0.103479,  0.148232, 15,  18.000000,    0.011188, 62738518016.000000
GLYAT_MOUSE,    0.121981,  0.103798,  0.140165, 20,  30.000000,    0.009092, 171519918080.000000
GLYC_MOUSE,    0.179088,  0.146330,  0.211846, 17,  21.000000,    0.016379, 126589378560.000000
GLYM_MOUSE,    0.325426,  0.274932,  0.375920, 12,  19.000000,    0.025247, 58332622848.000000
GMPPA_MOUSE,    0.284587,  0.131257,  0.437916, 1,   4.000000,    0.067780, 3106758912.000000
GMPPB_MOUSE,    0.309858,  0.255882,  0.363835, 2,   5.000000,    0.026988, 1708340992.000000
GNA11_MOUSE,    0.348187,  0.241963,  0.454411, 3,   3.000000,    0.053112, 396482048.000000
GNA1_MOUSE,    0.001005,  0.000000,  2.684871, 1,   1.000000,    0.007615, 1515419008.000000
GNAI2_MOUSE,    0.312745,  0.223774,  0.401717, 4,   7.000000,    0.044486, 4005443072.000000
GNAI3_MOUSE,    0.539694,  0.370297,  0.709091, 1,   1.000000,    0.069229, 171740512.000000
