Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
RS4X_MOUSE,    0.008768,  0.000000,  0.885303, 1,   1.000000,    0.006589, 175229888.000000
S12A7_MOUSE,    0.524665,  0.405418,  0.643911, 3,   3.000000,    0.059623, 59096472.000000
S2513_MOUSE,    0.060829,  0.044669,  0.076990, 9,  12.000000,    0.008080, 384384928.000000
S27A2_MOUSE,    0.167525,  0.080203,  0.254847, 4,   7.000000,    0.043661, 464637184.000000
S27A5_MOUSE,    0.252940,  0.191862,  0.314018, 6,  12.000000,    0.030539, 1317220992.000000
S4A4_MOUSE,    0.000005,  0.000000,  0.594032, 1,   1.000000,    0.009057, 8212140.000000
SAHH_MOUSE,    0.099482,  0.000000,  0.755214, 1,   1.000000,    0.032347, 21054032.000000
SARDH_MOUSE,    0.059527,  0.047390,  0.071664, 12,  22.000000,    0.006069, 1926272128.000000
SBP1_MOUSE,    0.084898,  0.060053,  0.109743, 5,   6.000000,    0.012423, 295650560.000000
SBP2_MOUSE,    0.112562,  0.068907,  0.156217, 2,   7.000000,    0.021828, 131875568.000000
SC31A_MOUSE,    0.230495,  0.176534,  0.284456, 24,  34.000000,    0.026981, 6196443648.000000
SCP2_MOUSE,    0.249665,  0.180919,  0.318410, 2,   4.000000,    0.034373, 202792192.000000
SDHA_MOUSE,    0.068261,  0.044525,  0.091998, 2,   2.000000,    0.011868, 32755230.000000
SF3B1_MOUSE,    0.142422,  0.048999,  0.235846, 8,  14.000000,    0.046712, 920348544.000000
SF3B3_MOUSE,    0.734774,  0.674587,  0.794960, 2,   2.000000,    0.030093, 35087296.000000
SMC1A_MOUSE,    0.205145,  0.153398,  0.256891, 11,  17.000000,    0.025873, 1448076032.000000
SMC3_MOUSE,    0.114078,  0.065537,  0.162619, 4,   9.000000,    0.024270, 283614848.000000
SND1_MOUSE,    0.104742,  0.071916,  0.137568, 7,   8.000000,    0.016413, 206899712.000000
SO1B2_MOUSE,    0.409138,  0.267522,  0.550755, 3,   5.000000,    0.070808, 359867936.000000
spALBU_BOVIN,    0.000002,  0.000000,  0.014159, 3,   3.000000,    0.007079, 55494588.000000
spK1C10_HUMAN,    0.000001,  0.000000,  0.006474, 10,  24.000000,    0.003236, 3605906432.000000
spK1C15_SHEEP,    0.150700,  0.071570,  0.229830, 1,   1.000000,    0.006228, 68751296.000000
spK1C9_HUMAN,    0.000001,  0.000000,  0.009349, 12,  26.000000,    0.004674, 4240288256.000000
spK22E_HUMAN,    0.000000,  0.000000,  0.008070, 6,  14.000000,    0.004035, 2263179264.000000
spK2C1_HUMAN,    0.000002,  0.000000,  0.005832, 12,  30.000000,    0.002915, 10660820992.000000
SPT5H_MOUSE,    0.366146,  0.172315,  0.559977, 4,   4.000000,    0.096915, 49607008.000000
SPTN1_MOUSE,    0.228254,  0.149669,  0.306840, 2,   2.000000,    0.039293, 27762760.000000
spTRYP_PIG,    0.000004,  0.000000,  0.004200, 6,   8.000000,    0.002098, 80928055296.000000
SR140_MOUSE,    0.456377,  0.430173,  0.482580, 2,   2.000000,    0.013102, 29034702.000000
STT3A_MOUSE,    0.107562,  0.072107,  0.143017, 4,   7.000000,    0.017727, 372414400.000000
STT3B_MOUSE,    0.099722,  0.077921,  0.121522, 2,   2.000000,    0.010900, 15464644.000000
SUCB2_MOUSE,    0.078329,  0.048462,  0.108197, 1,   1.000000,    0.010758, 7539982.000000
SURF4_MOUSE,    0.145242,  0.104557,  0.185928, 2,   2.000000,    0.020343, 144628816.000000
SYDC_MOUSE,    0.078124,  0.017092,  0.139157, 1,   1.000000,    0.019178, 3855079.250000
SYEP_MOUSE,    0.195449,  0.152277,  0.238620, 29,  36.000000,    0.021586, 3999680512.000000
SYIC_MOUSE,    0.127357,  0.100987,  0.153726, 34,  42.000000,    0.013185, 7796011520.000000
SYMPK_MOUSE,    0.434447,  0.276641,  0.592252, 3,   5.000000,    0.078903, 71261624.000000
SYVC_MOUSE,    0.080539,  0.070385,  0.090693, 44,  52.000000,    0.005077, 21012461568.000000
TBA1B_MOUSE,    0.137372,  0.091195,  0.183549, 4,   4.000000,    0.023089, 91375472.000000
TBB4B_MOUSE,    0.094576,  0.072498,  0.116653, 3,   4.000000,    0.011039, 53954092.000000
TBC9B_MOUSE,    0.325415,  0.216265,  0.434565, 4,   5.000000,    0.054575, 105391480.000000
TCPB_MOUSE,    0.052126,  0.030278,  0.073973, 1,   1.000000,    0.008499, 17249956.000000
TCPG_MOUSE,    0.111401,  0.064511,  0.158290, 1,   1.000000,    0.016888, 8212063.000000
TECR_MOUSE,    0.117405,  0.046619,  0.188190, 3,   3.000000,    0.035393, 136076752.000000
TERA_MOUSE,    0.062262,  0.030624,  0.093900, 4,   5.000000,    0.015819, 89877776.000000
TEX2_MOUSE,    0.662163,  0.484045,  0.840281, 4,   4.000000,    0.089059, 77393584.000000
TGM1_MOUSE,    0.038474,  0.013692,  0.063257, 2,   2.000000,    0.012391, 7601785.500000
THIL_MOUSE,    0.034532,  0.008871,  0.060192, 1,   1.000000,    0.008063, 4281076.000000
THIM_MOUSE,    0.069222,  0.057018,  0.081426, 9,  10.000000,    0.006102, 774233344.000000
TKFC_MOUSE,    0.155205,  0.128624,  0.181786, 6,   9.000000,    0.013290, 794067520.000000
TM14C_MOUSE,    0.046784,  0.017342,  0.076227, 1,   1.000000,    0.010604, 38399996.000000
TM205_MOUSE,    0.174737,  0.109567,  0.239908, 2,   4.000000,    0.032585, 569755392.000000
TPP2_MOUSE,    0.111490,  0.091710,  0.131270, 29,  44.000000,    0.009890, 7499256320.000000
TR150_MOUSE,    0.158752,  0.080095,  0.237408, 3,   3.000000,    0.039328, 279927840.000000
TRAP1_MOUSE,    0.326715,  0.221152,  0.432277, 2,   2.000000,    0.052781, 180578304.000000
TRFE_MOUSE,    0.063947,  0.022213,  0.105682, 3,   3.000000,    0.020867, 64531880.000000
TSP1_MOUSE,    0.172394,  0.106241,  0.238547, 5,   6.000000,    0.033077, 150779888.000000
UBA1_MOUSE,    0.085354,  0.050666,  0.120042, 4,   4.000000,    0.017344, 92839656.000000
UBP40_MOUSE,    0.207034,  0.120788,  0.293280, 1,   1.000000,    0.031063, 7881719.500000
UD11_MOUSE,    0.548207,  0.483626,  0.612787, 2,   5.000000,    0.032290, 222572480.000000
UD16_MOUSE,    0.001942,  0.000000,       inf, 2,   2.000000,    0.000000, 10058003.000000
UDB17_MOUSE,    0.169770,  0.086036,  0.253504, 3,   4.000000,    0.041867, 154696464.000000
UGDH_MOUSE,    0.156687,  0.088341,  0.225034, 2,   4.000000,    0.034173, 82406056.000000
UGGG1_MOUSE,    0.119216,  0.076915,  0.161518, 2,   2.000000,    0.021151, 19100094.000000
VIGLN_MOUSE,    0.365475,  0.282343,  0.448606, 60,  78.000000,    0.041566, 45651963904.000000
VINC_MOUSE,    0.075884,  0.050031,  0.101737, 3,   5.000000,    0.012927, 48073188.000000
VWA8_MOUSE,    0.083223,  0.012001,  0.154445, 3,   3.000000,    0.035611, 45059300.000000
WDR44_MOUSE,    0.227384,  0.006410,  0.448358, 1,   1.000000,    0.101844, 4005226.500000
XDH_MOUSE,    0.162394,  0.117925,  0.206864, 37,  50.000000,    0.022235, 14453412864.000000
XXLT1_MOUSE,    0.033149,  0.025681,  0.040617, 1,   1.000000,    0.002905, 984443392.000000
ZO2_MOUSE,    0.158497,  0.077745,  0.239250, 5,  10.000000,    0.040376, 283978656.000000
