Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
DCXR_MOUSE,    0.181343,  0.144852,  0.217833, 7,   9.000000,    0.018245, 18027624448.000000
DD19A_MOUSE,    0.357028,  0.357028,  0.357028, 1,   1.000000,         inf, 8856662.000000
DDAH1_MOUSE,    0.146951,  0.116249,  0.177654, 7,  13.000000,    0.015351, 27731765248.000000
DDB1_MOUSE,    0.486935,  0.277977,  0.695894, 5,  12.000000,    0.104479, 11430348800.000000
DDC_MOUSE,    0.155316,  0.112519,  0.198114, 5,   8.000000,    0.021399, 3123015936.000000
DDI2_MOUSE,    0.284947,  0.161924,  0.407970, 3,   5.000000,    0.061511, 6350960640.000000
DDRGK_MOUSE,    0.819030,  0.202992,  1.435068, 3,   3.000000,    0.308019, 461900768.000000
DDX17_MOUSE,    0.892392,  0.527605,  1.257179, 4,   8.000000,    0.182394, 17128697856.000000
DDX1_MOUSE,    0.259922,  0.182491,  0.337353, 7,   9.000000,    0.038716, 7609574912.000000
DDX3X_MOUSE,    0.760830,  0.471502,  1.050158, 10,  11.000000,    0.144664, 16093845504.000000
DDX5_MOUSE,    1.047811,  0.550931,  1.544691, 4,   5.000000,    0.248440, 6338588160.000000
DDX6_MOUSE,    0.360257,  0.053931,  0.666582, 1,   1.000000,    0.129545, 716342144.000000
DECR2_MOUSE,    0.303630,  0.241301,  0.365959, 8,  10.000000,    0.031164, 28587249664.000000
DECR_MOUSE,    0.107404,  0.092632,  0.122176, 15,  20.000000,    0.007386, 170276831232.000000
DEOC_MOUSE,    0.279387,  0.188834,  0.369940, 4,   7.000000,    0.045276, 4641330688.000000
DERL1_MOUSE,    0.157568,  0.000000,  2.656405, 1,   1.000000,    0.062533, 126997808.000000
DESM_MOUSE,    0.042896,  0.019252,  0.066539, 3,   3.000000,    0.011822, 1540970624.000000
DESP_MOUSE,    0.113818,  0.067252,  0.160384, 2,   4.000000,    0.023283, 1445428992.000000
DEST_MOUSE,    0.264701,  0.230821,  0.298580, 5,   8.000000,    0.016940, 39219863552.000000
DHB11_MOUSE,    0.444324,  0.323686,  0.564962, 4,   6.000000,    0.060319, 9190552576.000000
DHB12_MOUSE,    0.183571,  0.126949,  0.240193, 3,   3.000000,    0.028311, 15067317248.000000
DHB13_MOUSE,    0.270911,  0.164727,  0.377095, 7,  10.000000,    0.053092, 42962710528.000000
DHB2_MOUSE,    0.297589,  0.216654,  0.378523, 5,   9.000000,    0.040467, 10701865984.000000
DHB4_MOUSE,    0.312172,  0.238012,  0.386332, 27,  38.000000,    0.037080, 216506925056.000000
DHB5_MOUSE,    0.209202,  0.175025,  0.243379, 21,  26.000000,    0.017088, 387824156672.000000
DHB7_MOUSE,    0.325565,  0.196291,  0.454840, 2,   4.000000,    0.064637, 4861476352.000000
DHB8_MOUSE,    0.156673,  0.130776,  0.182569, 6,  11.000000,    0.012948, 86187638784.000000
DHC24_MOUSE,    0.698445,  0.517500,  0.879390, 3,   5.000000,    0.090472, 3012806656.000000
DHCR7_MOUSE,    0.170378,  0.112717,  0.228039, 3,   3.000000,    0.028831, 3716416000.000000
DHDH_MOUSE,    0.148441,  0.118853,  0.178028, 7,  13.000000,    0.014794, 38048186368.000000
DHE3_MOUSE,    0.109697,  0.093928,  0.125465, 63,  77.000000,    0.007884, 1383413972992.000000
DHI1_MOUSE,    0.276454,  0.216541,  0.336368, 9,  12.000000,    0.029957, 124479168512.000000
DHPR_MOUSE,    0.160109,  0.136073,  0.184145, 16,  20.000000,    0.012018, 204840730624.000000
DHR11_MOUSE,    0.216835,  0.167382,  0.266287, 2,   2.000000,    0.024726, 684925056.000000
DHRS1_MOUSE,    0.267350,  0.218529,  0.316172, 12,  18.000000,    0.024411, 45965246464.000000
DHRS4_MOUSE,    0.193916,  0.147695,  0.240137, 7,  12.000000,    0.023111, 234797187072.000000
DHRS7_MOUSE,    0.012687,  0.000000,  0.025443, 3,   3.000000,    0.006378, 3247327488.000000
DHSD_MOUSE,    0.271366,  0.243360,  0.299373, 2,   2.000000,    0.014003, 2244942592.000000
DHSO_MOUSE,    0.190421,  0.162134,  0.218708, 39,  43.000000,    0.014144, 752739549184.000000
DHTK1_MOUSE,    0.093092,  0.076050,  0.110135, 11,  19.000000,    0.008521, 17283436544.000000
DHX15_MOUSE,    0.252491,  0.114133,  0.390850, 1,   5.000000,    0.062096, 3758555136.000000
DHX9_MOUSE,    0.330974,  0.259315,  0.402633, 10,  17.000000,    0.035829, 17403211776.000000
DIC_MOUSE,    0.150952,  0.120699,  0.181206, 10,  11.000000,    0.015127, 23648614400.000000
DJB11_MOUSE,    0.059697,  0.016376,  0.103017, 3,   3.000000,    0.021660, 789409536.000000
DLDH_MOUSE,    0.107563,  0.090321,  0.124806, 18,  27.000000,    0.008621, 166551126016.000000
DNJA1_MOUSE,    1.023669,  0.970333,  1.077006, 6,   7.000000,    0.026668, 45466165248.000000
DNJA2_MOUSE,    0.581485,  0.432713,  0.730257, 4,   6.000000,    0.074386, 8252937216.000000
DNJA3_MOUSE,    0.095075,  0.061908,  0.128242, 1,   1.000000,    0.014662, 4307105792.000000
DNJB2_MOUSE,    0.161088,  0.000000,  2.068447, 1,   1.000000,    0.081147, 361919840.000000
DNJC3_MOUSE,    0.498529,  0.256798,  0.740261, 3,   6.000000,    0.120866, 2159508224.000000
DNM1L_MOUSE,    0.218597,  0.143700,  0.293494, 4,   8.000000,    0.037448, 3407574272.000000
DNPEP_MOUSE,    0.151640,  0.111787,  0.191493, 5,   9.000000,    0.019927, 14373319680.000000
DOPD_MOUSE,    0.139858,  0.116531,  0.163184, 17,  21.000000,    0.011663, 462041120768.000000
DPP2_MOUSE,    0.100010,  0.078879,  0.121142, 4,   7.000000,    0.010566, 4093199872.000000
DPP3_MOUSE,    0.212695,  0.156414,  0.268977, 7,  14.000000,    0.028141, 8942150656.000000
DPP4_MOUSE,    0.121189,  0.098067,  0.144311, 8,  14.000000,    0.011561, 14008677376.000000
DPTOR_MOUSE,    0.534991,  0.328809,  0.741174, 2,   2.000000,    0.103091, 993826176.000000
DPYD_MOUSE,    0.344667,  0.270140,  0.419194, 15,  27.000000,    0.037264, 46209990656.000000
DPYL2_MOUSE,    0.069575,  0.051748,  0.087403, 5,  10.000000,    0.008914, 22678775808.000000
DPYS_MOUSE,    0.248415,  0.194879,  0.301952, 10,  19.000000,    0.026768, 80079183872.000000
DRG1_MOUSE,    0.381162,  0.176796,  0.585527, 1,   1.000000,    0.073607, 144092112.000000
DRS7B_MOUSE,    0.008002,  0.000000,  4.386683, 1,   1.000000,    0.005725, 3521239552.000000
DSC2_MOUSE,    2.286666,  1.703562,  2.869770, 1,   1.000000,    1.097372, 200166352.000000
DTX3L_MOUSE,    0.566715,  0.314316,  0.819114, 1,   1.000000,    0.098188, 50699392.000000
DX39B_MOUSE,    0.118018,  0.070618,  0.165419, 4,   7.000000,    0.023700, 5884420608.000000
DYHC1_MOUSE,    0.302269,  0.195421,  0.409116, 12,  22.000000,    0.053424, 8086472192.000000
DYN2_MOUSE,    0.106140,  0.047956,  0.164325, 3,   5.000000,    0.029092, 3361867008.000000
DYR_MOUSE,    0.229263,  0.159204,  0.299323, 3,   4.000000,    0.035030, 3806562816.000000
E41L5_MOUSE,    0.193181,  0.105581,  0.280781, 1,   1.000000,    0.035800, 207302304.000000
EBP_MOUSE,    0.214947,  0.179675,  0.250219, 1,   1.000000,    0.014415, 7385256960.000000
ECH1_MOUSE,    0.503826,  0.400655,  0.606997, 6,   7.000000,    0.051586, 31013605376.000000
ECHA_MOUSE,    0.133303,  0.115401,  0.151206, 51,  55.000000,    0.008951, 472981438464.000000
ECHB_MOUSE,    0.113780,  0.096235,  0.131325, 27,  33.000000,    0.008772, 219030159360.000000
ECHD1_MOUSE,    0.184101,  0.158792,  0.209410, 4,   5.000000,    0.012654, 4652461568.000000
ECHD2_MOUSE,    0.120265,  0.104540,  0.135991, 11,  14.000000,    0.007863, 26389776384.000000
ECHD3_MOUSE,    0.154637,  0.118122,  0.191152, 6,   9.000000,    0.018257, 18181916672.000000
ECHM_MOUSE,    0.111709,  0.098363,  0.125055, 16,  21.000000,    0.006673, 169834020864.000000
ECHP_MOUSE,    0.247917,  0.193410,  0.302425, 35,  43.000000,    0.027254, 257562542080.000000
ECI1_MOUSE,    0.107567,  0.094850,  0.120284, 13,  18.000000,    0.006359, 96112009216.000000
ECI2_MOUSE,    0.166700,  0.132144,  0.201255, 8,  11.000000,    0.017278, 46601392128.000000
ECM29_MOUSE,    0.081716,  0.000000,  3.147269, 1,   1.000000,    0.073291, 5260779.000000
ECSIT_MOUSE,    0.188646,  0.000000,  2.983920, 1,   1.000000,    0.131924, 603069120.000000
EDEM1_MOUSE,    0.102119,  0.057048,  0.147191, 1,   1.000000,    0.019061, 1734600832.000000
EEA1_MOUSE,    0.153249,  0.088162,  0.218337, 1,   1.000000,    0.023443, 45797340.000000
EF1A1_MOUSE,    0.159603,  0.133690,  0.185516, 29,  41.000000,    0.012956, 1183914262528.000000
EF1B_MOUSE,    0.133759,  0.118981,  0.148537, 4,   5.000000,    0.007389, 30067648512.000000
EF1D_MOUSE,    0.176413,  0.147928,  0.204899, 6,   9.000000,    0.014243, 20771631104.000000
EF1G_MOUSE,    0.091411,  0.078807,  0.104016, 10,  16.000000,    0.006302, 45398020096.000000
EF2_MOUSE,    0.239784,  0.196666,  0.282903, 41,  50.000000,    0.021559, 305188143104.000000
EFGM_MOUSE,    0.402837,  0.251934,  0.553740, 3,   4.000000,    0.075451, 1696705664.000000
EFHD2_MOUSE,    1.040582,  0.821529,  1.259636, 2,   2.000000,    0.109527, 990628928.000000
EFTU_MOUSE,    0.140571,  0.118979,  0.162164, 22,  29.000000,    0.010796, 113597612032.000000
EGFR_MOUSE,    0.862019,  0.548263,  1.175775, 7,  11.000000,    0.156878, 26719281152.000000
EHD1_MOUSE,    0.241665,  0.156337,  0.326993, 4,   7.000000,    0.042664, 4372407808.000000
EHD3_MOUSE,    0.275708,  0.194382,  0.357034, 5,   9.000000,    0.040663, 6204083712.000000
EI2BE_MOUSE,    3.448272,  0.000000,  7.308613, 1,   1.000000,   18.273367, 289087232.000000
EI3JA_MOUSE,    0.160915,  0.134520,  0.187311, 3,   4.000000,    0.013198, 3680274176.000000
EIF1_MOUSE,    3.615729,  0.000000, 10.425181, 3,   3.000000,    3.404727, 1597384960.000000
EIF2A_MOUSE,   11.505280, 10.257071, 12.753488, 1,   1.000000,  23112.986328, 341001472.000000
EIF3A_MOUSE,    0.267873,  0.217675,  0.318070, 6,  11.000000,    0.025099, 18390179840.000000
EIF3B_MOUSE,    0.209202,  0.163188,  0.255216, 2,   5.000000,    0.023007, 11669297152.000000
EIF3C_MOUSE,    0.229150,  0.180782,  0.277518, 5,   8.000000,    0.024184, 5827630080.000000
EIF3D_MOUSE,    0.272143,  0.173081,  0.371206, 1,   4.000000,    0.045008, 2360561152.000000
EIF3E_MOUSE,    0.147980,  0.098621,  0.197339, 7,   7.000000,    0.024679, 4074834432.000000
EIF3F_MOUSE,    0.208032,  0.168656,  0.247408, 7,   8.000000,    0.019688, 10400723968.000000
EIF3G_MOUSE,    0.017670,  0.000665,  0.034675, 1,   1.000000,    0.007191, 1746153344.000000
EIF3H_MOUSE,    0.185410,  0.090143,  0.280677, 3,   6.000000,    0.047634, 5858050560.000000
EIF3I_MOUSE,    0.327712,  0.245581,  0.409844, 6,   8.000000,    0.041066, 6101219328.000000
EIF3L_MOUSE,    0.190419,  0.140749,  0.240089, 4,   5.000000,    0.024835, 2482281472.000000
EIF3M_MOUSE,    0.230517,  0.187988,  0.273046, 2,   2.000000,    0.021265, 2857327104.000000
EKI2_MOUSE,    0.035860,  0.000000,  0.276603, 1,   1.000000,    0.013761, 385147680.000000
ELAV1_MOUSE,    0.444789,  0.317016,  0.572562, 4,   4.000000,    0.063886, 1021641920.000000
ELOC_MOUSE,    0.255020,  0.186923,  0.323118, 4,   5.000000,    0.034049, 3268734464.000000
ELOV2_MOUSE,    0.830925,  0.610716,  1.051134, 2,   2.000000,    0.110105, 1962875392.000000
EMC10_MOUSE,    0.282281,  0.075026,  0.489536, 1,   1.000000,    0.080626, 194997440.000000
EMC1_MOUSE,    0.618942,  0.603092,  0.634793, 4,   5.000000,    0.007925, 2774575616.000000
EMC2_MOUSE,    0.106125,  0.072242,  0.140009, 3,   3.000000,    0.016942, 3837202176.000000
EMC3_MOUSE,    0.128559,  0.079767,  0.177350, 1,   1.000000,    0.021158, 1339839232.000000
ENOA_MOUSE,    0.155977,  0.135103,  0.176851, 28,  35.000000,    0.010437, 767526699008.000000
ENPL_MOUSE,    0.260415,  0.215360,  0.305470, 29,  39.000000,    0.022528, 298579525632.000000
ENPP1_MOUSE,    0.146600,  0.105410,  0.187791, 4,   8.000000,    0.020595, 8547509248.000000
ENPP3_MOUSE,    0.676456,  0.000000,  2.529585, 1,   1.000000,    0.368630, 92118968.000000
ENTP5_MOUSE,    0.403460,  0.322582,  0.484338, 7,  10.000000,    0.040439, 18363568128.000000
EPB41_MOUSE,    0.038671,  0.000000,  0.084533, 3,   3.000000,    0.022931, 5521036800.000000
EPIPL_MOUSE,    0.354662,  0.239013,  0.470311, 6,  10.000000,    0.057825, 6963492352.000000
EPN1_MOUSE,    0.051647,  0.018028,  0.085266, 3,   3.000000,    0.016809, 3367681536.000000
EPS15_MOUSE,    0.203016,  0.140122,  0.265910, 1,   1.000000,    0.026598, 192363808.000000
ERAP1_MOUSE,    0.298666,  0.235672,  0.361661, 4,   8.000000,    0.031497, 36298579968.000000
ERD21_MOUSE,    0.196707,  0.093251,  0.300163, 3,   3.000000,    0.051728, 902870912.000000
ERD22_MOUSE,    0.177828,  0.121864,  0.233792, 2,   4.000000,    0.027982, 590354752.000000
ERF1_MOUSE,    0.294548,  0.207460,  0.381637, 5,   7.000000,    0.043544, 4689507840.000000
ERF3A_MOUSE,    0.013832,  0.000000,  0.038916, 3,   3.000000,    0.012542, 1353027968.000000
ERG24_MOUSE,    0.136309,  0.105385,  0.167233, 2,   2.000000,    0.015462, 303374400.000000
ERGI1_MOUSE,    0.228610,  0.146658,  0.310562, 3,   3.000000,    0.040976, 2651197184.000000
ERLEC_MOUSE,    0.073559,  0.000000,  2.317359, 1,   1.000000,    0.065489, 18611152.000000
ERLN2_MOUSE,    0.260592,  0.209038,  0.312146, 2,   2.000000,    0.025777, 960690176.000000
ERO1B_MOUSE,    0.841184,  0.476883,  1.205485, 2,   2.000000,    0.182151, 1242331008.000000
ERP29_MOUSE,    0.159224,  0.116566,  0.201882, 4,   6.000000,    0.021329, 9214438400.000000
ERP44_MOUSE,    0.349296,  0.263212,  0.435380, 4,   7.000000,    0.043042, 26742960128.000000
ES8L2_MOUSE,    0.416928,  0.284770,  0.549086, 4,   4.000000,    0.066079, 835640960.000000
EST1C_MOUSE,    0.583180,  0.487115,  0.679245, 7,  13.000000,    0.048032, 79485132800.000000
EST1D_MOUSE,    0.229117,  0.196055,  0.262180, 32,  44.000000,    0.016531, 554156032000.000000
EST1E_MOUSE,    0.501866,  0.380901,  0.622831, 8,  14.000000,    0.060483, 56895709184.000000
EST1F_MOUSE,    0.232618,  0.183892,  0.281343, 24,  33.000000,    0.024363, 165984010240.000000
EST1_MOUSE,    0.239672,  0.195458,  0.283886, 17,  24.000000,    0.022107, 132876361728.000000
EST2A_MOUSE,    0.234493,  0.192908,  0.276078, 18,  25.000000,    0.020792, 157930323968.000000
EST2C_MOUSE,    0.209004,  0.151302,  0.266706, 5,   8.000000,    0.028851, 18033711104.000000
EST2E_MOUSE,    0.269137,  0.213500,  0.324773, 12,  14.000000,    0.027818, 59829583872.000000
EST3A_MOUSE,    0.277397,  0.232095,  0.322700, 25,  31.000000,    0.022651, 402203279360.000000
EST3B_MOUSE,    0.223304,  0.171890,  0.274717, 6,   8.000000,    0.025707, 21649162240.000000
ESTD_MOUSE,    0.143805,  0.124518,  0.163091, 17,  18.000000,    0.009643, 181446148096.000000
ESYT1_MOUSE,    0.177925,  0.117037,  0.238814, 2,   2.000000,    0.030444, 113600240.000000
ETFA_MOUSE,    0.117959,  0.103526,  0.132392, 28,  33.000000,    0.007217, 468852178944.000000
ETFB_MOUSE,    0.116902,  0.102026,  0.131779, 15,  16.000000,    0.007438, 355985162240.000000
ETFD_MOUSE,    0.120356,  0.102807,  0.137905, 31,  34.000000,    0.008775, 181440839680.000000
ETHE1_MOUSE,    0.105385,  0.084204,  0.126566, 7,  12.000000,    0.010591, 19927197696.000000
EWS_MOUSE,    0.178879,  0.088271,  0.269487, 3,   4.000000,    0.045304, 1227672192.000000
F10A1_MOUSE,    0.580628,  0.395779,  0.765477, 4,   5.000000,    0.092425, 12494483456.000000
F120A_MOUSE,    0.311937,  0.041200,  0.582674, 1,   4.000000,    0.110644, 1134955136.000000
F136A_MOUSE,    0.061935,  0.000000,  4.749593, 1,   1.000000,    0.037464, 498780416.000000
F162A_MOUSE,    0.198889,  0.187089,  0.210688, 2,   4.000000,    0.005900, 11406169088.000000
F16P1_MOUSE,    0.216442,  0.186896,  0.245988, 33,  48.000000,    0.014773, 692272889856.000000
F210B_MOUSE,    0.295303,  0.051992,  0.538613, 1,   1.000000,    0.076454, 124463544.000000
F261_MOUSE,    0.086574,  0.020492,  0.152655, 3,   3.000000,    0.033041, 666274176.000000
FAAA_MOUSE,    0.156151,  0.133339,  0.178963, 38,  49.000000,    0.011406, 610746040320.000000
FAAH1_MOUSE,    0.257264,  0.168635,  0.345894, 5,   8.000000,    0.044315, 6951108096.000000
FABP4_MOUSE,    0.153804,  0.112887,  0.194721, 2,   2.000000,    0.020459, 1448492800.000000
FABP5_MOUSE,    0.116714,  0.094788,  0.138639, 4,   9.000000,    0.010963, 16163535872.000000
FABPI_MOUSE,    0.157611,  0.129224,  0.185997, 3,   3.000000,    0.014193, 4177212672.000000
FABPL_MOUSE,    0.154343,  0.128565,  0.180120, 22,  25.000000,    0.012889, 2079066685440.000000
FACE1_MOUSE,    0.311575,  0.250496,  0.372655, 3,   3.000000,    0.030540, 1343184384.000000
FAD1_MOUSE,    0.126512,  0.025856,  0.227168, 1,   1.000000,    0.031628, 397652768.000000
FADS1_MOUSE,    2.637473,  2.095070,  3.179876, 2,   2.000000,    0.271201, 1246759168.000000
FADS2_MOUSE,    2.710964,  0.000000,  5.474155, 3,   3.000000,    1.381596, 1688549248.000000
FAF2_MOUSE,    0.146360,  0.000000,  0.339393, 3,   3.000000,    0.096517, 376154112.000000
FAHD1_MOUSE,    0.122971,  0.103707,  0.142235, 6,   8.000000,    0.009632, 14779522048.000000
FAHD2_MOUSE,    0.106608,  0.083532,  0.129685, 3,   6.000000,    0.011538, 5771937280.000000
FARP1_MOUSE,    0.235601,  0.026805,  0.444398, 1,   1.000000,    0.065609, 81272544.000000
FAS_MOUSE,    0.277175,  0.221477,  0.332874, 111, 127.000000,    0.027849, 714129276928.000000
FBRL_MOUSE,    0.115892,  0.082475,  0.149309, 3,   3.000000,    0.016709, 1697260288.000000
FBX6_MOUSE,    0.088557,  0.000000,  0.883583, 1,   1.000000,    0.038807, 121606440.000000
FCL_MOUSE,    0.201824,  0.144337,  0.259310, 2,   5.000000,    0.028743, 2551401216.000000
FERM2_MOUSE,    0.230088,  0.188443,  0.271733, 3,   5.000000,    0.020822, 2594542336.000000
FETUA_MOUSE,    1.185943,  0.204476,  2.167411, 3,   3.000000,    0.490734, 3703524608.000000
FETUB_MOUSE,    0.621500,  0.000000,  1.468110, 1,   1.000000,    0.466998, 24457224.000000
FGGY_MOUSE,    0.189832,  0.158426,  0.221238, 5,  13.000000,    0.015703, 11393345536.000000
FIBA_MOUSE,    0.831151,  0.209895,  1.452407, 4,   9.000000,    0.310628, 17511766016.000000
FIBB_MOUSE,    0.647999,  0.428201,  0.867797, 6,  12.000000,    0.109899, 16777631744.000000
FIBG_MOUSE,    0.594396,  0.366895,  0.821897, 9,  14.000000,    0.113750, 24426973184.000000
FINC_MOUSE,    0.307877,  0.169467,  0.446287, 6,  33.000000,    0.069205, 32478855168.000000
FIS1_MOUSE,    0.283142,  0.230642,  0.335642, 4,   6.000000,    0.026250, 3655753216.000000
FKB1A_MOUSE,    0.275687,  0.215929,  0.335445, 2,   2.000000,    0.029879, 4583242752.000000
FKBP2_MOUSE,    0.177989,  0.128948,  0.227030, 7,   7.000000,    0.024521, 19697203200.000000
FKBP3_MOUSE,    0.279784,  0.122481,  0.437087, 1,   1.000000,    0.068215, 1701580288.000000
FKBP4_MOUSE,    0.430527,  0.296631,  0.564423, 3,   6.000000,    0.066948, 6660850176.000000
FKBP8_MOUSE,    0.598051,  0.000000,  2.194529, 1,   1.000000,    0.191911, 243096304.000000
FLNA_MOUSE,    0.218017,  0.181415,  0.254620, 2,   6.000000,    0.018301, 2784757248.000000
FLNB_MOUSE,    0.192489,  0.144970,  0.240008, 18,  30.000000,    0.023759, 32474556416.000000
FLOT1_MOUSE,    0.289643,  0.181666,  0.397619, 1,   1.000000,    0.044128, 228269840.000000
FMO1_MOUSE,    0.223088,  0.175006,  0.271171, 9,  18.000000,    0.024041, 47783297024.000000
FMO5_MOUSE,    0.326791,  0.260203,  0.393379, 24,  28.000000,    0.033294, 224920616960.000000
FN3K_MOUSE,    0.016733,  0.000000,  0.342018, 1,   1.000000,    0.016091, 95200248.000000
FPPS_MOUSE,    0.341622,  0.258869,  0.424376, 10,  16.000000,    0.041377, 39005437952.000000
FRDA_MOUSE,    0.092301,  0.051416,  0.133187, 2,   4.000000,    0.020443, 9805901824.000000
FRIL1_MOUSE,    0.401607,  0.249863,  0.553351, 2,   2.000000,    0.075872, 1848129664.000000
FTCD_MOUSE,    0.233623,  0.200449,  0.266798, 22,  31.000000,    0.016587, 172507676672.000000
FUBP2_MOUSE,    0.201936,  0.142620,  0.261253, 7,   7.000000,    0.029658, 4357300224.000000
FUCM_MOUSE,    0.175444,  0.126920,  0.223969, 1,   1.000000,    0.017477, 105037368.000000
FUMH_MOUSE,    0.144802,  0.121107,  0.168497, 19,  29.000000,    0.011847, 148669939712.000000
FUS_MOUSE,    0.242644,  0.197347,  0.287942, 2,   2.000000,    0.022649, 3102683136.000000
G3BP1_MOUSE,    0.225975,  0.168306,  0.283644, 3,   3.000000,    0.028835, 3536005888.000000
G3BP2_MOUSE,    0.554105,  0.166707,  0.941503, 1,   1.000000,    0.121730, 253375248.000000
G3P_MOUSE,    0.168797,  0.140059,  0.197535, 38,  49.000000,    0.014369, 1593172426752.000000
G6PC1_MOUSE,    0.204730,  0.160809,  0.248652, 4,   5.000000,    0.021961, 4468628480.000000
G6PE_MOUSE,    0.335810,  0.254501,  0.417118, 10,  16.000000,    0.040654, 33931872256.000000
G6PI_MOUSE,    0.152634,  0.126864,  0.178404, 18,  26.000000,    0.012885, 234533175296.000000
GABT_MOUSE,    0.160201,  0.132616,  0.187786, 15,  23.000000,    0.013792, 292185702400.000000
GAL3A_MOUSE,    0.119047,  0.098312,  0.139783, 9,  12.000000,    0.010368, 28785795072.000000
GALE_MOUSE,    0.083839,  0.051629,  0.116050, 3,   3.000000,    0.016105, 1760886400.000000
GALK1_MOUSE,    0.178122,  0.147885,  0.208358, 6,  10.000000,    0.015118, 98954240000.000000
GALM_MOUSE,    0.154382,  0.118896,  0.189867, 9,  15.000000,    0.017743, 48194678784.000000
GALNS_MOUSE,    0.043552,  0.029362,  0.057742, 3,   3.000000,    0.007095, 186418928.000000
GALT_MOUSE,    0.124510,  0.035447,  0.213573, 2,   2.000000,    0.044532, 925037568.000000
GAMT_MOUSE,    0.701441,  0.590639,  0.812243, 2,   4.000000,    0.055401, 10776016896.000000
GANAB_MOUSE,    0.202960,  0.155756,  0.250164, 21,  30.000000,    0.023602, 123816148992.000000
GAS2_MOUSE,    0.458799,  0.321504,  0.596095, 2,   2.000000,    0.068648, 704396928.000000
GBB1_MOUSE,    0.211139,  0.129376,  0.292902, 3,   6.000000,    0.040882, 8580149248.000000
GBB2_MOUSE,    0.245670,  0.199445,  0.291894, 4,  10.000000,    0.023112, 7134490624.000000
GBRAP_MOUSE,   12.613328, 12.613328, 12.613328, 2,   2.000000,    0.000000, 96286648.000000
GCAB_MOUSE,    0.081856,  0.045599,  0.118113, 2,   6.000000,    0.018129, 4215960320.000000
GCDH_MOUSE,    0.188319,  0.155652,  0.220986, 15,  20.000000,    0.016333, 82992144384.000000
GCH1_MOUSE,    0.713894,  0.306839,  1.120950, 2,   2.000000,    0.203528, 1465928448.000000
GCKR_MOUSE,    0.143886,  0.109888,  0.177885, 5,   8.000000,    0.016999, 5817339392.000000
GCN1_MOUSE,    0.212857,  0.135346,  0.290367, 3,   3.000000,    0.038755, 368346432.000000
GCSH_MOUSE,    0.138936,  0.108083,  0.169789, 2,   2.000000,    0.015427, 6328576512.000000
GCSP_MOUSE,    0.160131,  0.119274,  0.200987, 13,  24.000000,    0.020428, 72049115136.000000
GCST_MOUSE,    0.032653,  0.021681,  0.043625, 4,  10.000000,    0.005486, 12600720384.000000
GDIA_MOUSE,    0.231513,  0.186129,  0.276897, 8,  16.000000,    0.022692, 32795574272.000000
GDIB_MOUSE,    0.226206,  0.181404,  0.271008, 14,  18.000000,    0.022401, 60164231168.000000
GDIR1_MOUSE,    0.131873,  0.094908,  0.168837, 4,   6.000000,    0.018482, 14464488448.000000
GELS_MOUSE,    0.047963,  0.029730,  0.066197, 1,   1.000000,    0.006567, 4483486208.000000
GEPH_MOUSE,    0.143926,  0.120986,  0.166866, 4,   7.000000,    0.011470, 7087822336.000000
GET3_MOUSE,    0.632335,  0.262647,  1.002022, 2,   2.000000,    0.184844, 813679296.000000
GFRP_MOUSE,    0.188296,  0.160481,  0.216111, 4,   4.000000,    0.013908, 15818205184.000000
GGACT_MOUSE,    0.311325,  0.244053,  0.378596, 2,   2.000000,    0.033636, 743366976.000000
GGLO_MOUSE,    0.197919,  0.153678,  0.242161, 13,  16.000000,    0.022121, 77675675648.000000
GHC1_MOUSE,    0.189339,  0.144531,  0.234147, 5,   7.000000,    0.022404, 12577101824.000000
GIMA4_MOUSE,    0.130203,  0.000000,  0.518808, 1,   1.000000,    0.056340, 72724176.000000
GLCM_MOUSE,    0.113103,  0.047476,  0.178731, 3,   3.000000,    0.032814, 11889195008.000000
GLCNE_MOUSE,    2.089327,  0.934924,  3.243731, 3,   6.000000,    0.577202, 5687016960.000000
GLCTK_MOUSE,    0.115062,  0.097517,  0.132607, 5,  12.000000,    0.008772, 22647377920.000000
GLGB_MOUSE,    0.107265,  0.087064,  0.127466, 23,  33.000000,    0.010100, 91496439808.000000
GLNA_MOUSE,    0.232538,  0.193298,  0.271777, 16,  18.000000,    0.019620, 294973833216.000000
GLO2_MOUSE,    0.240303,  0.201985,  0.278622, 6,   9.000000,    0.019159, 20702980096.000000
GLOD4_MOUSE,    0.202113,  0.162565,  0.241660, 4,   6.000000,    0.019774, 12448454656.000000
GLPK_MOUSE,    0.191154,  0.136324,  0.245984, 5,  10.000000,    0.027415, 18028902400.000000
GLRX1_MOUSE,    0.195569,  0.167800,  0.223338, 3,   4.000000,    0.013884, 3010469120.000000
GLRX3_MOUSE,    0.655251,  0.537502,  0.773000, 4,   5.000000,    0.058874, 4964830720.000000
GLRX5_MOUSE,    0.216738,  0.188637,  0.244839, 4,   4.000000,    0.014050, 5316410880.000000
GLSL_MOUSE,    0.214301,  0.169454,  0.259148, 16,  22.000000,    0.022423, 44658536448.000000
GLTD2_MOUSE,    0.701411,  0.000000,  6.628505, 1,   1.000000,    0.328283, 126264080.000000
GLU2B_MOUSE,    0.216400,  0.172174,  0.260625, 7,   9.000000,    0.022113, 15809028096.000000
GLUCM_MOUSE,    0.141194,  0.112831,  0.169557, 4,   9.000000,    0.014181, 14021855232.000000
