Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
RS4X_MOUSE,    0.009568,  0.000000,  1.416551, 1,   1.000000,    0.006875, 175229712.000000
S12A7_MOUSE,    0.530884,  0.404051,  0.657717, 3,   3.000000,    0.063416, 58861156.000000
S2513_MOUSE,    0.069626,  0.053283,  0.085970, 9,  12.000000,    0.008172, 384141952.000000
S27A2_MOUSE,    0.174522,  0.073135,  0.275909, 5,   7.000000,    0.050694, 464092352.000000
S27A5_MOUSE,    0.324891,  0.207084,  0.442698, 7,  12.000000,    0.058904, 1317177600.000000
S4A4_MOUSE,    0.000006,  0.000000,  0.979126, 1,   1.000000,    0.010027, 8212140.000000
SAHH_MOUSE,    0.108492,  0.000580,  0.216403, 1,   1.000000,    0.033908, 21053140.000000
SARDH_MOUSE,    0.089004,  0.075999,  0.102009, 13,  22.000000,    0.006502, 1924486272.000000
SBP1_MOUSE,    0.100669,  0.072329,  0.129010, 5,   6.000000,    0.014170, 295199968.000000
SBP2_MOUSE,    0.124858,  0.075928,  0.173789, 2,   7.000000,    0.024465, 131872576.000000
SC31A_MOUSE,    0.278315,  0.227704,  0.328926, 27,  34.000000,    0.025305, 6194680320.000000
SCP2_MOUSE,    0.086492,  0.041830,  0.131155, 3,   4.000000,    0.022331, 202732560.000000
SDHA_MOUSE,    0.078709,  0.053609,  0.103810, 2,   2.000000,    0.012550, 32753646.000000
SF3B1_MOUSE,    0.275129,  0.159700,  0.390557, 9,  14.000000,    0.057714, 918996032.000000
SF3B3_MOUSE,    0.752858,  0.635967,  0.869748, 2,   2.000000,    0.058445, 35080188.000000
SMC1A_MOUSE,    0.226761,  0.168900,  0.284623, 11,  17.000000,    0.028931, 1447612032.000000
SMC3_MOUSE,    0.166374,  0.111572,  0.221176, 4,   9.000000,    0.027401, 282659168.000000
SND1_MOUSE,    0.122010,  0.081013,  0.163007, 6,   8.000000,    0.020498, 206778528.000000
SO1B2_MOUSE,    0.474467,  0.325911,  0.623024, 3,   5.000000,    0.074278, 359867488.000000
spALBU_BOVIN,    0.000002,  0.000000,  0.015152, 3,   3.000000,    0.007575, 55459932.000000
spK1C10_HUMAN,    0.000001,  0.000000,  0.006184, 9,  24.000000,    0.003091, 3601407488.000000
spK1C15_SHEEP,    0.187658,  0.028139,  0.347176, 1,   1.000000,    0.012554, 68708312.000000
spK1C9_HUMAN,    0.000001,  0.000000,  0.009822, 12,  26.000000,    0.004910, 4239311104.000000
spK22E_HUMAN,    0.000000,  0.000000,  0.010559, 5,  14.000000,    0.005279, 2263794944.000000
spK2C1_HUMAN,    0.000002,  0.000000,  0.006383, 11,  30.000000,    0.003191, 10676445184.000000
SPT5H_MOUSE,    0.373600,  0.155080,  0.592120, 4,   4.000000,    0.109260, 49633208.000000
SPTN1_MOUSE,    0.248043,  0.144431,  0.351655, 2,   2.000000,    0.051806, 27693596.000000
spTRYP_PIG,    0.000003,  0.000000,  0.005480, 5,   8.000000,    0.002739, 80928047104.000000
SR140_MOUSE,    0.455402,  0.426527,  0.484277, 2,   2.000000,    0.014437, 29034702.000000
STT3A_MOUSE,    0.137003,  0.081427,  0.192579, 4,   7.000000,    0.027788, 372035104.000000
STT3B_MOUSE,    0.115326,  0.083950,  0.146702, 2,   2.000000,    0.015688, 15464644.000000
SUCB2_MOUSE,    0.090203,  0.057408,  0.122998, 1,   1.000000,    0.011812, 7539982.000000
SURF4_MOUSE,    0.172125,  0.130108,  0.214141, 2,   2.000000,    0.021008, 144769120.000000
SYDC_MOUSE,    0.091974,  0.010428,  0.173520, 1,   1.000000,    0.025624, 3849504.250000
SYEP_MOUSE,    0.227578,  0.175803,  0.279353, 29,  36.000000,    0.025887, 3992993280.000000
SYIC_MOUSE,    0.148472,  0.114379,  0.182565, 33,  42.000000,    0.017047, 7789993984.000000
SYMPK_MOUSE,    0.445798,  0.206799,  0.684797, 3,   5.000000,    0.119499, 71246544.000000
SYVC_MOUSE,    0.089174,  0.075014,  0.103334, 43,  52.000000,    0.007080, 21009915904.000000
TBA1B_MOUSE,    0.153678,  0.105438,  0.201919, 4,   4.000000,    0.024120, 91381640.000000
TBB4B_MOUSE,    0.111789,  0.087104,  0.136474, 3,   4.000000,    0.012342, 53764260.000000
TBC9B_MOUSE,    0.371830,  0.254439,  0.489221, 4,   5.000000,    0.058696, 104918304.000000
TCPB_MOUSE,    0.057614,  0.034052,  0.081176, 1,   1.000000,    0.009166, 17248034.000000
TCPG_MOUSE,    0.127762,  0.074277,  0.181247, 1,   1.000000,    0.019264, 8212063.000000
TECR_MOUSE,    0.177994,  0.093897,  0.262091, 3,   3.000000,    0.042048, 136026112.000000
TERA_MOUSE,    0.071487,  0.033410,  0.109565, 4,   5.000000,    0.019039, 89537680.000000
TEX2_MOUSE,    0.708340,  0.458433,  0.958247, 4,   4.000000,    0.124953, 77303048.000000
TGM1_MOUSE,    0.039862,  0.008329,  0.071395, 2,   2.000000,    0.015767, 7570374.500000
THIL_MOUSE,    0.037603,  0.008591,  0.066615, 1,   1.000000,    0.009116, 4280492.000000
THIM_MOUSE,    0.076017,  0.064057,  0.087977, 8,  10.000000,    0.005980, 773837312.000000
TKFC_MOUSE,    0.192617,  0.159423,  0.225811, 6,   9.000000,    0.016597, 793375040.000000
TM14C_MOUSE,    0.053013,  0.019716,  0.086309, 1,   1.000000,    0.011992, 38399524.000000
TM205_MOUSE,    0.217421,  0.148373,  0.286469, 2,   4.000000,    0.034524, 568559360.000000
TPP2_MOUSE,    0.126648,  0.100907,  0.152390, 29,  44.000000,    0.012871, 7491678208.000000
TR150_MOUSE,    0.195522,  0.108412,  0.282631, 3,   3.000000,    0.043555, 278893184.000000
TRAP1_MOUSE,    0.351761,  0.249309,  0.454212, 2,   2.000000,    0.051226, 180440080.000000
TRFE_MOUSE,    0.076019,  0.032615,  0.119423, 3,   3.000000,    0.021702, 63926424.000000
TSP1_MOUSE,    0.202119,  0.103931,  0.300306, 5,   6.000000,    0.049094, 150761664.000000
UBA1_MOUSE,    0.110954,  0.063501,  0.158406, 4,   4.000000,    0.023726, 92670392.000000
UBP40_MOUSE,    0.246976,  0.127367,  0.366584, 1,   1.000000,    0.043080, 7881674.500000
UD11_MOUSE,    0.429715,  0.357584,  0.501846, 2,   5.000000,    0.036066, 221037280.000000
UD16_MOUSE,    0.002127,  0.000000,       inf, 2,   2.000000,    0.000000, 10056960.000000
UDB17_MOUSE,    0.217679,  0.116878,  0.318480, 3,   4.000000,    0.050401, 154693056.000000
UGDH_MOUSE,    0.188782,  0.106977,  0.270588, 2,   4.000000,    0.040903, 82334440.000000
UGGG1_MOUSE,    0.133961,  0.087008,  0.180913, 2,   2.000000,    0.023476, 19099734.000000
VIGLN_MOUSE,    0.398837,  0.334882,  0.462791, 66,  78.000000,    0.031977, 45615190016.000000
VINC_MOUSE,    0.085737,  0.053496,  0.117977, 3,   5.000000,    0.016120, 48071356.000000
VWA8_MOUSE,    0.094404,  0.008559,  0.180250, 3,   3.000000,    0.042923, 44430592.000000
WDR44_MOUSE,    0.254211,  0.000000,  0.543378, 1,   1.000000,    0.099522, 4005223.500000
XDH_MOUSE,    0.199773,  0.154928,  0.244619, 39,  50.000000,    0.022423, 14447348736.000000
XXLT1_MOUSE,    0.037268,  0.028407,  0.046129, 1,   1.000000,    0.003447, 984443392.000000
ZO2_MOUSE,    0.184253,  0.096992,  0.271514, 5,  10.000000,    0.043630, 283663424.000000
